Street Address,Zip Code,List Price,Lat,Long,Tax Ammount,School Dist,List Date
"844 County Road 454, Taylor TX 76574",76574,100000,30.48097,-97.388398,498.0,Taylor ISD,2016-05-04
"2685 Westwood RD, Lockhart TX 78644",78644,200000,29.827514,-97.706021,1450.0,Lockhart ISD,2016-07-06
"50950 Tule Peak RD, Other CA 92536",92536,400000,33.482606,-116.770903,375.0,Other,2016-01-31
"751 County Road 261, Georgetown TX 78633",78633,800000,30.703652,-97.795332,4966.0,Georgetown ISD,2016-02-15
"1011 Flores ST, Lockhart TX 78644",78644,600000,29.898049,-97.665648,5793.0,Lockhart ISD,2016-01-13
"109 Country Vista LN, Georgetown TX 78626",78626,400000,30.657312,-97.606806,0.0,Georgetown ISD,2016-01-15
"1410 Jeddo RD, Rosanky TX 78953",78953,500000,29.845469,-97.299921,2220.0,Smithville ISD,2016-02-22
"00 CR 118, Giddings TX 78942",78942,100000,30.202333,-96.922318,2300.0,Giddings ISD,2016-03-11
"101 River Valley, Georgetown TX 78626",78626,300000,30.663558,-97.601446,0.0,Georgetown ISD,2016-01-20
"453 Busby Crossing, Georgetown TX 78626",78626,400000,30.65443,-97.606572,0.0,Georgetown ISD,2016-01-20
"9700 N US 183, Florence TX 76527",76527,200000,30.794354,-97.882719,600.0,Florence ISD,2016-01-20
"0000 Anderson Lane, Red Rock TX 78662",78662,400000,29.956395,-97.442121,81.0,Bastrop ISD,2016-01-22
"0 Chimney Valley RD, Blanco TX 78606",78606,300000,30.082086,-98.320505,125.0,Blanco ISD,2016-01-25
"12719 Jacobson RD, Manor TX 78653",78653,100000,30.39939,-97.493605,526.0,Elgin ISD,2016-01-29
"0000 CR 267, Elm Grove TX 76871",76871,1000000,31.442519,-99.055701,0.0,Richland Springs ISD,2016-01-29
"1473 TR2 Park Road 1C, Smithville TX 78957",78957,60000,30.076004,-97.185399,1000.0,Smithville ISD,2016-01-29
"00 Stone Mountain TRL, San Marcos TX 78666",78666,70000,29.927564,-98.076246,571.0,San Marcos ISD,2016-03-31
"5308 Falke Heinrich RD, Schulenburg TX 78956",78956,1000000,29.75458,-96.925858,1067.0,Schulenburg ISD,2016-04-05
"301 Longhorn TRL, Wimberley TX 78676",78676,3000000,30.082935,-98.17626,11570.0,Wimberley ISD,2016-04-07
"000 Cr 424, Taylor TX 76574",76574,200000,30.665506,-97.298376,975.0,Thrall ISD,2016-05-25
"13522 Fm 1100, Manor TX 78653",78653,500000,30.359689,-97.481444,6140.0,Elgin ISD,2016-06-11
"00 CR 222, Kempner TX 76539",76539,100000,31.012017,-97.914415,497.0,Lampasas ISD,2016-03-14
"00 Littig RD, Manor TX 78653",78653,300000,30.335007,-97.5105,72.0,Manor ISD,2016-04-21
"3906 County Road 2200 W/S, Lampasas TX 76550",76550,800000,31.077629,-98.198897,200.0,Lampasas ISD,2016-05-17
"13908 FM 619, Coupland TX 78615",78615,90000,30.499136,-97.302933,60.0,Thrall ISD,2016-12-13
"2510 County Road 284, Liberty Hill TX 78642",78642,600000,30.629195,-97.979588,9686.0,Liberty Hill ISD,2016-11-03
"611 CR 468, Coupland TX 78621",78621,200000,30.421454,-97.316486,75.0,Coupland ISD,2016-10-10
"200 Longhorn Oak, Liberty Hill TX 78642",78642,500000,30.690199,-97.89112,8.0,Burnet ISD,2016-11-30
"0 CR 222 Tract 8A, Kempner TX 76539",76539,100000,31.020818,-97.934702,264.0,Lampasas ISD,2016-12-08
"Tract 1 100 County Road 466 NW, Elgin TX 78621",78621,100000,30.42936,-97.348351,40.0,Coupland ISD,2016-07-01
"003 Carmine Cemetery RD, Carmine TX 78932",78932,400000,30.146115,-96.685673,159.0,Round Top-Carmine ISD,2016-06-06
"000 Middle Creek RD, Schulenburg TX 78956",78956,60000,29.761393,-96.865985,676.0,Schulenburg ISD,2016-06-08
"2705 Highway 71, Del Valle TX 78617",78617,100000,30.211475,-97.654723,1108.0,,2016-06-17
"2080 Highway 71 E, Cedar Creek TX 78612",78612,2000000,30.144235,-97.473554,1403.0,,2016-01-04
"105 Windy Meadows DR # 2, Schertz TX 78154",78154,10,29.56107,-98.289595,,,2016-04-20
"700 Bull RUN, Elgin TX 78621",78621,500000,30.343778,-97.380277,12297.0,,2016-09-03
"2301 N Bell BLVD, Cedar Park TX 78613",78613,300000,30.537427,-97.837565,3933.0,,2016-02-12
"21400 Hwy 71 West, Spicewood TX 78669",78669,100000,30.356095,-98.066334,2948.0,,2016-06-29
"600 E Highway 290, Dripping Springs TX 78620",78620,6000000,30.192586,-98.093959,6287.0,,2016-08-25
"1508 Oreilly CT, Austin TX 78734",78734,200000,30.378402,-97.941734,1748.0,,2016-07-07
"50111 Warbonnet, Georgetown TX 78626",78626,400000,30.634757,-97.637877,4211.0,,2016-07-19
"9214 Rolling Hills TRL, Lago Vista TX 78645",78645,300000,30.494971,-97.967197,3710.0,,2016-07-24
"207 Victor ST, Austin TX 78753",78753,300000,30.376082,-97.681551,4037.0,,2016-10-11
"1808 W Anderson LN, Austin TX 78757",78757,800000,30.353794,-97.725222,11032.0,,2016-11-30
"504 N Chaparral, Burnet TX 78611",78611,400000,30.788552,-98.391862,5228.0,Burnet ISD,2016-07-29
"1713 Constantino CIR, Austin TX 78745",78745,300000,30.197097,-97.805393,6740.0,Austin ISD,2016-01-04
"1608 Parker LN, Austin TX 78741",78741,400000,30.239684,-97.732819,3607.0,Austin ISD,2016-02-26
"9005 Sawtooth LN, Austin TX 78729",78729,300000,30.452052,-97.777404,5990.0,Round Rock ISD,2016-02-29
"8102 Dowling CV, Austin TX 78745",78745,300000,30.191909,-97.813497,2405.0,Austin ISD,2016-03-03
"1500 Madison AVE, Austin TX 78757",78757,300000,30.344625,-97.725585,8845.0,Austin ISD,2016-05-05
"12805 Copper Cliff AVE, Austin TX 78727",78727,200000,30.422214,-97.695633,4618.0,Austin ISD,2016-06-15
"148 & 154 Lakeview Court, Kyle TX 78640",78640,400000,29.974255,-97.858455,8483.0,Hays ISD,2016-05-12
"2007 Trail Of The Madrones, Austin TX 78746",78746,600000,30.31009,-97.797991,9239.0,Eanes ISD,2016-02-01
"1606 Parker LN, Austin TX 78741",78741,400000,30.239616,-97.732461,6000.0,Austin ISD,2016-05-18
"2215 Mission Hill CIR, Austin TX 78741",78741,400000,30.216957,-97.739648,4980.0,Austin ISD,2016-02-13
"2615 Zaragosa ST, Austin TX 78702",78702,600000,30.263824,-97.710745,8361.0,Austin ISD,2016-07-12
"13616 Harris Ridge # A & B, Pflugerville TX 78660",78660,300000,30.410601,-97.647684,6311.0,Pflugerville ISD,2016-03-23
,78745,300000,30.215439,-97.793373,6162.0,Austin ISD,2016-03-23
"5810 Sweeney CIR, Austin TX 78723",78723,400000,30.305809,-97.6795,4443.0,Austin ISD,2016-04-04
"5605 Highland Crest DR, Austin TX 78731",78731,600000,30.338291,-97.759663,9121.0,Austin ISD,2016-04-05
"1110 Lexington ST, Taylor TX 76574",76574,100000,30.576643,-97.41794,2628.0,Taylor ISD,2016-09-01
"8105 S 1st ST, Austin TX 78748",78748,300000,30.18138,-97.794212,4905.0,Austin ISD,2016-09-09
"1909 Prairie Knoll CT, Austin TX 78758",78758,300000,30.397138,-97.703443,9054.0,Austin ISD,2016-09-30
"525 Washburn ST, Taylor TX 76574",76574,90000,30.572546,-97.408096,2334.0,Taylor ISD,2016-10-26
"5405 Rose Hill CIR, Austin TX 78745",78745,400000,30.21462,-97.793276,6073.0,Austin ISD,2016-12-03
"100 & 102 Lakeview CT, Kyle TX 78640",78640,400000,29.975841,-97.857132,8483.0,Hays ISD,2016-11-10
"9713 Eastwend DR, Austin TX 78753",78753,300000,30.365839,-97.69181,4317.0,Austin ISD,2016-11-13
"109 & 111 Calm Water LOOP, Bastrop TX 78602",78602,400000,30.101092,-97.329066,9251.0,Bastrop ISD,2016-11-15
"3100 Stoneway DR, Austin TX 78757",78757,400000,30.350863,-97.747317,7110.0,Austin ISD,2016-11-18
"900 King Albert ST, Austin TX 78745",78745,400000,30.204299,-97.78903,4800.0,Austin ISD,2016-12-09
"6208 Highland Hills DR, Austin TX 78731",78731,600000,30.35014,-97.761282,11259.0,Austin ISD,2016-04-17
"209 Gateway PKWY, Marble Falls TX 78654",78654,300000,30.564185,-98.271497,5232.0,Marble Falls ISD,2016-04-18
"12917 Appaloosa Chase DR, Austin TX 78732",78732,300000,30.363845,-97.904966,8173.0,Leander ISD,2016-04-21
"5503 Westminster DR, Austin TX 78723",78723,300000,30.308394,-97.689748,5994.0,Austin ISD,2016-04-15
"1507 Nickerson ST, Austin TX 78704",78704,500000,30.247964,-97.74871,9644.0,Austin ISD,2016-04-21
,78634,200000,30.53056,-97.547421,4869.0,Hutto ISD,2016-04-19
"1414 Strickland DR, Austin TX 78748",78748,200000,30.182533,-97.812355,4268.0,Austin ISD,2016-04-15
"6400 Huntleigh WAY, Austin TX 78725",78725,200000,30.283263,-97.660679,2435.0,Austin ISD,2016-04-16
"2809 BONNIE RD, Austin TX 78703",78703,2000000,30.2923,-97.773559,37800.0,Austin ISD,2016-04-17
"1306 Lou Gehrig LN, Round Rock TX 78665",78665,200000,30.539467,-97.62383,4471.0,Round Rock ISD,2016-04-15
"10813 Range View DR, Austin TX 78730",78730,800000,30.370964,-97.862503,16596.0,Leander ISD,2016-05-06
"1001 Zodiac LN # 39, Round Rock TX 78665",78665,200000,30.564673,-97.662705,4700.0,Round Rock ISD,2016-04-20
"140 Dobie DR, Wimberley TX 78676",78676,200000,29.995937,-98.101972,1619.0,Wimberley ISD,2016-04-21
"14017 Ashton Woods CIR, Austin TX 78727",78727,300000,30.440754,-97.706415,4730.0,Round Rock ISD,2016-05-01
"18312 Lake Edge CT, Pflugerville TX 78660",78660,300000,30.447637,-97.568504,6614.0,Pflugerville ISD,2016-04-22
"520 Fm 672 # B, Dale TX 78616",78616,200000,29.979461,-97.538939,2396.0,Bastrop ISD,2016-04-21
"1002 Saint Williams AVE, Round Rock TX 78681",78681,300000,30.498482,-97.6917,6346.0,Round Rock ISD,2016-04-22
"4900 Pyrenees PASS, Bee Cave TX 78738",78738,400000,30.321586,-97.990923,8032.0,Lake Travis ISD,2016-04-20
"21406 Lindeman LN, Leander TX 78641",78641,100000,30.522905,-97.956583,1612.0,Leander ISD,2016-04-20
"3903 Bowstring BND W, Cedar Park TX 78613",78613,400000,30.519444,-97.764237,7791.0,Round Rock ISD,2016-05-14
"12905 Tinker ST, Manor TX 78653",78653,200000,30.339811,-97.525887,0.0,Manor ISD,2016-04-25
"210 Wells BND, Hutto TX 78634",78634,200000,30.529468,-97.561304,4562.0,Hutto ISD,2016-05-06
"1614 Cloverleaf DR, Austin TX 78723",78723,200000,30.309592,-97.695617,4601.0,Austin ISD,2016-04-24
"433 Ridgetop BND, Cedar Park TX 78613",78613,500000,30.514933,-97.762167,9294.0,Round Rock ISD,2016-04-25
"621 Wells ST, Lexington TX 78947",78947,90000,30.413265,-97.015141,1845.0,Lexington ISD,2016-04-21
"3621 Glastonbury TRL, Pflugerville TX 78660",78660,300000,30.462057,-97.567903,10452.0,Pflugerville ISD,2016-04-21
"2511 Ashley WAY, Austin TX 78744",78744,200000,30.174687,-97.76315,2611.0,Austin ISD,2016-05-14
"2806 Perkins PL, Georgetown TX 78626",78626,300000,30.631415,-97.650526,4873.0,Georgetown ISD,2016-04-28
"500 Autumn TRL, Georgetown TX 78626",78626,200000,30.632383,-97.637558,4561.0,Georgetown ISD,2016-05-20
"3405 Lin LN, Spicewood TX 78669",78669,1000000,30.393579,-98.097196,10032.0,Lake Travis ISD,2016-04-28
"607 Golden Gate DR, Leander TX 78641",78641,200000,30.552971,-97.833948,4793.0,Leander ISD,2016-04-29
"6004 Bar Harbor CV, Round Rock TX 78681",78681,300000,30.521559,-97.723893,7221.0,Round Rock ISD,2016-04-28
"301 Southriver, Wimberley TX 78676",78676,600000,29.990241,-98.091974,1684.0,Wimberley ISD,2016-04-29
"2420A Curry LOOP, Round Rock TX 78664",78664,100000,30.535249,-97.670898,2622.0,Round Rock ISD,2016-04-28
"2250 Casper CV, Round Rock TX 78664",78664,300000,30.515172,-97.602307,6579.0,Round Rock ISD,2016-04-28
"1700 County Road 100, Burnet TX 78611",78611,400000,30.733491,-98.261903,6411.0,Burnet ISD,2016-04-26
"7110 Running Rope, Austin TX 78731",78731,800000,30.360888,-97.765034,12463.0,Austin ISD,2016-04-28
"3902 Peterson AVE # 103, Austin TX 78756",78756,200000,30.308874,-97.746716,2942.0,Austin ISD,2016-05-05
"609 Fence Post PASS, Cedar Park TX 78613",78613,200000,30.516352,-97.82494,4563.0,Leander ISD,2016-05-02
"132 Wildfire CV, Buda TX 78610",78610,200000,30.04324,-97.80818,4787.0,Hays ISD,2016-07-15
"187 Keanahalululu LN, Bastrop TX 78602",78602,200000,30.089028,-97.305417,3516.0,Bastrop ISD,2016-06-14
"3627 Stoneridge RD # 1, Austin TX 78746",78746,2000000,30.266043,-97.813975,21112.0,Eanes ISD,2016-04-30
"6003 Duncanville RD, Austin TX 78745",78745,400000,30.211416,-97.791717,9602.0,Austin ISD,2016-04-29
"1901 Big Bend DR, Cedar Park TX 78613",78613,200000,30.533535,-97.82896,5133.0,Leander ISD,2016-05-06
"806 Fault Line DR, Horseshoe Bay TX 78657",78657,300000,30.5408,-98.399423,3784.0,Llano ISD,2016-05-03
"7901 Truman CV, Austin TX 78729",78729,400000,30.451871,-97.759974,6363.0,Round Rock ISD,2016-05-23
"8704 Wiley WAY, Austin TX 78747",78747,200000,30.151615,-97.742556,3413.0,Austin ISD,2016-05-09
"419 Hermosa Paloma, Wimberley TX 78676",78676,1000000,30.001079,-98.010482,14900.0,Wimberley ISD,2016-05-04
"130 Jackson ST, Elgin TX 78621",78621,100000,30.339251,-97.36084,677.0,Elgin ISD,2016-05-04
"5229 Bonneville BND, Austin TX 78744",78744,300000,30.174945,-97.69093,6526.0,Del Valle ISD,2016-05-04
"705 Ranchero RD, Leander TX 78641",78641,200000,30.583971,-97.867981,3826.0,Leander ISD,2016-05-06
"2915 Shotgun LN, Austin TX 78748",78748,300000,30.160084,-97.851535,4445.0,Austin ISD,2016-05-06
"1015 E 45th ST, Austin TX 78751",78751,400000,30.303631,-97.717604,6602.0,Austin ISD,2016-05-19
"8003 Cardin DR, Austin TX 78759",78759,500000,30.367087,-97.751274,7871.0,Austin ISD,2016-05-10
"5941 Highland Hills DR, Austin TX 78731",78731,600000,30.345782,-97.757518,13490.0,Austin ISD,2016-05-06
"2901 Glen Rae ST, Austin TX 78702",78702,400000,30.266047,-97.709509,5051.0,Austin ISD,2016-05-04
"2218 Equestrian TRL, Austin TX 78727",78727,300000,30.42949,-97.691699,5736.0,Pflugerville ISD,2016-06-16
"504 Wester Ross LN, Lakeway TX 78738",78738,500000,30.350199,-98.012846,13188.0,Lake Travis ISD,2016-05-05
"1421 Quicksilver CIR, Round Rock TX 78665",78665,200000,30.563772,-97.667363,4214.0,Round Rock ISD,2016-05-12
"408 Meadow Lea DR, Austin TX 78745",78745,200000,30.189555,-97.786973,3800.0,Austin ISD,2016-05-12
"2510 San Gabriel ST # 306, Austin TX 78705",78705,300000,30.290461,-97.747693,4359.0,Austin ISD,2016-05-06
"737 Decker Prairie DR, Austin TX 78748",78748,200000,30.156294,-97.815221,3432.0,Austin ISD,2016-05-06
"2525 S Lamar BLVD # 317, Austin TX 78704",78704,300000,30.245341,-97.777647,5969.0,Austin ISD,2016-05-06
"11701 Birchbark TRL, Austin TX 78750",78750,300000,30.455202,-97.821342,5538.0,Round Rock ISD,2016-05-06
"1631 Harness Raceway, Pflugerville TX 78660",78660,200000,30.495999,-97.576421,3516.0,Pflugerville ISD,2016-05-07
"3722 Lost Creek BLVD, Austin TX 78735",78735,800000,30.282807,-97.872066,11977.0,Austin ISD,2016-05-11
"6310 Monsanto DR, Austin TX 78741",78741,200000,30.238643,-97.693522,1946.0,Austin ISD,2016-05-09
"1014 Warbler CV, Hutto TX 78634",78634,200000,30.527131,-97.54677,4739.0,Hutto ISD,2016-05-20
"222 Avalanche AVE, Georgetown TX 78626",78626,200000,30.605288,-97.653608,594.0,Georgetown ISD,2016-05-07
"17120 Bishopsgate DR, Pflugerville TX 78660",78660,200000,30.464016,-97.640904,5066.0,Pflugerville ISD,2016-05-12
"1244 Four Seasons Farm DR, Kyle TX 78640",78640,200000,29.981645,-97.863748,4367.0,Hays ISD,2016-05-10
"3900 Avery Woods LN, Cedar Park TX 78613",78613,600000,30.524127,-97.76527,12787.0,Round Rock ISD,2016-05-06
"1612 Plateau RDG, Cedar Park TX 78613",78613,200000,30.469883,-97.814475,3951.0,Leander ISD,2016-05-27
"26820 Lookout Ridge CV, Marble Falls TX 78654",78654,600000,30.485876,-98.080866,10145.0,Marble Falls ISD,2016-05-12
"1318 Wilderness DR, Austin TX 78746",78746,800000,30.267964,-97.800646,13315.0,Eanes ISD,2016-05-11
"12002 Charm CIR, Austin TX 78727",78727,500000,30.418205,-97.734608,7747.0,Austin ISD,2016-05-09
"3008 E 16th ST, Austin TX 78702",78702,400000,30.279598,-97.704252,5051.0,Austin ISD,2016-05-13
"210 Warner BND, Hutto TX 78634",78634,200000,30.53586,-97.556465,4944.0,Hutto ISD,2016-05-10
"415 Anacua LOOP, Manchaca TX 78652",78652,300000,30.139271,-97.805184,0.0,Austin ISD,2016-05-10
"603 Broken Bow DR, Round Rock TX 78681",78681,200000,30.486895,-97.684913,3585.0,Round Rock ISD,2016-05-10
"151 Lexington DR, Austin TX 78737",78737,300000,30.199017,-97.985233,8483.7,Dripping Springs ISD,2016-05-12
"4701 Rolling Water LN, Pflugerville TX 78660",78660,200000,30.446605,-97.564089,5892.79,Pflugerville ISD,2016-05-10
"929 Apricot DR, Kyle TX 78640",78640,200000,29.959905,-97.842582,4965.0,Hays ISD,2016-05-10
"107 Wegstrom ST, Hutto TX 78634",78634,200000,30.563282,-97.545192,2966.0,Hutto ISD,2016-06-18
"501 Southriver, Wimberley TX 78676",78676,700000,29.987864,-98.09701,12366.0,Wimberley ISD,2016-05-12
"5824 Sunset RDG, Austin TX 78735",78735,500000,30.255066,-97.88677,10314.0,Austin ISD,2016-05-13
"2305 Darnell DR, Cedar Park TX 78613",78613,200000,30.525771,-97.866532,3642.0,Leander ISD,2016-05-12
"2104 Agarita TRL, Round Rock TX 78665",78665,200000,30.531179,-97.651539,3202.0,Round Rock ISD,2016-05-12
"2501 Friuli CIR, Leander TX 78641",78641,500000,30.522673,-97.904027,15770.0,Leander ISD,2016-05-17
"1707 Spyglass DR # 69, Austin TX 78746",78746,300000,30.256249,-97.790226,5457.0,Eanes ISD,2016-05-13
"317 Oak Creek Way, New Braunfels TX 78130",78130,200000,29.747869,-98.067955,5975.0,Comal ISD,2016-05-12
"6408 Sunnysky WAY, Austin TX 78745",78745,200000,30.196207,-97.780128,3704.0,Austin ISD,2016-05-12
"9109 Topridge DR, Austin TX 78750",78750,600000,30.432758,-97.792883,10453.0,Round Rock ISD,2016-05-12
"3134 Edgecreek PL, Round Rock TX 78681",78681,500000,30.538072,-97.726323,9355.0,Round Rock ISD,2016-05-12
"1615 Balsam WAY, Round Rock TX 78665",78665,200000,30.526244,-97.647494,4260.0,Round Rock ISD,2016-06-17
"13118 Wingate WAY, Austin TX 78727",78727,500000,30.428263,-97.699576,0.0,Austin ISD,2016-05-13
"4110 Shoal Creek BLVD, Austin TX 78756",78756,800000,30.313526,-97.748403,14910.0,Austin ISD,2016-05-14
"2212 Champions Corner DR, Leander TX 78641",78641,600000,30.539604,-97.873709,16526.0,Leander ISD,2016-05-13
"255 Sachtleben RD, Wimberley TX 78676",78676,300000,29.978405,-98.170324,3337.0,Wimberley ISD,2016-05-13
"345 Jake DR, Jarrell TX 76537",76537,200000,30.82091,-97.62016,4000.0,Jarrell ISD,2016-05-26
"511 Big Sur TRL, Taylor TX 76574",76574,100000,30.598208,-97.420737,3509.0,Taylor ISD,2016-05-14
"5005 Strass DR, Austin TX 78731",78731,700000,30.325609,-97.746231,11433.0,Austin ISD,2016-05-20
"2104 Whistling WAY, Taylor TX 76574",76574,200000,30.583804,-97.434948,3585.0,Taylor ISD,2016-05-19
"11321 Stormy Ridge RD, Austin TX 78739",78739,300000,30.171612,-97.868978,5504.0,Austin ISD,2016-06-13
"2013 E 9th ST, Austin TX 78702",78702,300000,30.263494,-97.719235,4905.0,Austin ISD,2016-05-18
"917 Craters Of The Moon BLVD, Pflugerville TX 78660",78660,200000,30.46815,-97.611566,5113.0,Pflugerville ISD,2016-05-18
"2613 Andres WAY, Round Rock TX 78664",78664,200000,30.495551,-97.621018,4303.0,Round Rock ISD,2016-05-19
"1006 Minturn LN, Austin TX 78748",78748,200000,30.178723,-97.807224,3980.0,Austin ISD,2016-04-16
"1805 Todd LN, Cedar Park TX 78613",78613,300000,30.475186,-97.839375,5950.0,Leander ISD,2016-04-15
"1724 Canon Yeomans TRL, Austin TX 78748",78748,200000,30.159158,-97.831071,3952.0,Austin ISD,2016-04-15
"120 E Kikipua LN, Bastrop TX 78602",78602,200000,30.081404,-97.312913,81.0,Bastrop ISD,2016-04-15
"330 Chalk Bluff CT, Driftwood TX 78619",78619,500000,30.104109,-98.040987,8890.0,Hays ISD,2016-05-06
"308 Guadalupe River LN, Georgetown TX 78628",78628,400000,30.583494,-97.769405,13156.0,Leander ISD,2016-04-21
"216 Caraway, Kyle TX 78640",78640,300000,30.012304,-97.874675,7775.0,Hays ISD,2016-04-18
"3512 Esperanza DR, Round Rock TX 78665",78665,200000,30.558354,-97.605144,6275.0,Round Rock ISD,2016-04-20
"16704 Bridgefarmer BLVD, Pflugerville TX 78660",78660,200000,30.454169,-97.553308,662.0,Pflugerville ISD,2016-04-19
"128 Diamondback CV, Buda TX 78610",78610,200000,30.039711,-97.821801,7655.0,Hays ISD,2016-04-25
"1113 Ritter DR, Cedar Park TX 78613",78613,400000,30.48394,-97.854117,8217.64,Leander ISD,2016-04-21
"281 Ames CV, Kyle TX 78640",78640,200000,29.968143,-97.862014,4952.0,Hays ISD,2016-04-26
"1011 Symes ST, Taylor TX 76574",76574,100000,30.556418,-97.411115,1950.0,Taylor ISD,2016-04-20
"11406 Sierra Blanca ST, Austin TX 78726",78726,500000,30.447672,-97.815852,10271.0,Round Rock ISD,2016-04-22
"11104 D K Ranch RD, Austin TX 78759",78759,400000,30.424357,-97.779622,6483.0,Round Rock ISD,2016-04-21
"276 Housefinch LOOP, Leander TX 78641",78641,200000,30.632416,-97.874358,4772.0,Leander ISD,2016-04-23
"300 Engineers PASS, Jarrell TX 76537",76537,200000,30.80611,-97.604545,4008.0,Jarrell ISD,2016-04-21
"10836 Pointe View DR, Austin TX 78738",78738,400000,30.316669,-97.917104,8364.0,Lake Travis ISD,2016-05-06
"216 Watergate WAY, Hutto TX 78634",78634,200000,30.522761,-97.565879,3867.0,Hutto ISD,2016-04-26
"1389 Heep RUN, Buda TX 78610",78610,300000,30.095975,-97.861789,7108.0,Hays ISD,2016-05-20
"7517 Saint Cecelia ST, Austin TX 78757",78757,500000,30.35133,-97.732104,7289.0,Austin ISD,2016-04-27
"111 Kamakoa LN, Bastrop TX 78602",78602,200000,30.091621,-97.288143,2500.0,Bastrop ISD,2016-05-18
"2726 Granite Creek DR, Leander TX 78641",78641,200000,30.537061,-97.858089,5801.0,Leander ISD,2016-04-29
"191 Antioch RD, Smithville TX 78957",78957,200000,30.112056,-97.183587,3826.0,Smithville ISD,2016-04-27
"2519 Stapleford DR, Cedar Park TX 78613",78613,200000,30.540363,-97.843891,4030.0,Leander ISD,2016-04-27
"500 E Riverside DR # 115, Austin TX 78704",78704,200000,30.253572,-97.74298,4388.0,Austin ISD,2016-05-24
"107 Lakeview LN, Georgetown TX 78633",78633,400000,30.700702,-97.743382,5573.0,Georgetown ISD,2016-04-26
"10700 Legends LN, Austin TX 78747",78747,300000,30.141087,-97.78837,5938.0,Austin ISD,2016-04-26
"1015 E Yager LN # 204, Austin TX 78753",78753,100000,30.391137,-97.660949,2501.0,Pflugerville ISD,2016-04-29
"1906 Outwood Mill LN, Austin TX 78744",78744,200000,30.158985,-97.782082,4950.0,Austin ISD,2016-04-29
"2412 Turtle Mountain BND, Austin TX 78748",78748,400000,30.14328,-97.852148,8132.0,Austin ISD,2016-04-29
"6908 Cardinal Bloom, Austin TX 78744",78744,300000,30.161981,-97.725364,9398.0,Del Valle ISD,2016-04-28
"104 Snowy Egret LN, Leander TX 78641",78641,200000,30.627863,-97.869554,4604.0,Leander ISD,2016-04-29
"137 Paul Azinger DR, Round Rock TX 78664",78664,300000,30.508226,-97.595836,7469.0,Round Rock ISD,2016-05-06
"2500 Steck AVE # 14, Austin TX 78757",78757,200000,30.362792,-97.730548,3715.0,Austin ISD,2016-04-29
"3719 Cheyenne ST, Round Rock TX 78665",78665,200000,30.554845,-97.665106,4339.0,Round Rock ISD,2016-05-02
