Street Address,Zip Code,List Price,Lat,Long,Tax Ammount,School Dist,List Date
"3833 River Place BLVD, Austin TX 78730",78730,800000,30.364074,-97.855668,15708.0,Leander ISD,2017-12-29
"402 Caladium DR, Georgetown TX 78626",78626,200000,30.672913,-97.651988,3333.0,Georgetown ISD,2017-12-30
"2207 W San Antonio ST, Lockhart TX 78644",78644,4000000,29.886686,-97.709858,5846.0,,2017-02-24
,78613,80000,30.53689,-97.840937,1634.0,,2017-09-18
"2619 E 5th ST, Austin TX 78702",78702,400000,30.256897,-97.712744,5914.0,,2017-09-19
"101-103 W Main ST, Other TX 77434",77434,200000,29.588609,-96.333975,896.0,,2017-08-03
"5507 S State Highway 237, Round Top TX 78954",78954,400000,30.001855,-96.744037,990.0,,2017-09-29
,78666,1000000,29.903397,-97.918123,18493.0,,2017-12-12
"21504 Porter CV, Lago Vista TX 78645",78645,500000,30.435289,-98.016023,1603.0,,2017-12-14
"119 S 33rd ST, Other TX 76504",76504,500000,31.09965,-97.359321,3000.0,,2017-12-22
"1818 Highway 290, McDade TX 78650",78650,300000,30.284066,-97.243996,441.0,,2017-11-07
"607 W Saint Johns AVE, Austin TX 78752",78752,4000000,30.337895,-97.715446,39560.0,,2017-10-18
"7911 W Fm 1431, Granite Shoals TX 78654",78654,700000,30.604011,-98.367404,12454.0,,2017-10-31
"750 County Road 146, Georgetown TX 78633",78633,1000000,30.757892,-97.646,456.0,,2017-11-01
"10808 Fm 1625, Austin TX 78747",78747,3000,30.109293,-97.724394,,,2017-11-06
"205 S. San Marcos St., Dripping Springs TX 78620",78620,800000,30.189682,-98.08812,6839.32,,2017-11-06
"1149 N Patterson Ave., Florence TX 76527",76527,100000,30.854741,-97.801748,47.0,,2017-11-16
"1011 Nalide ST # A, Austin TX 78745",78745,400000,30.219773,-97.780786,3791.0,Austin ISD,2017-07-01
"400 Krebs LN, Austin TX 78704",78704,500000,30.226706,-97.765848,6867.0,Austin ISD,2017-07-23
"105 Black Gum CT, Nolanville TX 76559",76559,200000,31.089957,-97.609557,4910.4,Killeen ISD,2017-07-12
"1581 Grassy Field RD, Austin TX 78737",78737,500000,30.167877,-97.99632,11333.0,Dripping Springs ISD,2017-05-09
"201 Orange Mimosa LN, Leander TX 78641",78641,400000,30.632002,-97.865209,12993.0,Leander ISD,2017-02-27
"12152 Abbey Glen LN, Austin TX 78753",78753,200000,30.387412,-97.65878,260.0,Pflugerville ISD,2017-09-21
"10321 Big Thicket DR, Austin TX 78747",78747,300000,30.150913,-97.787069,6435.0,Austin ISD,2017-09-23
"10908 MICKELSON DR, Austin TX 78747",78747,300000,30.133032,-97.775473,1472.0,Austin ISD,2017-08-01
"8008 Evadean CIR, Austin TX 78745",78745,300000,30.19056,-97.811794,6975.0,Austin ISD,2017-09-08
"44 CREEK SIDE DR, Wimberley TX 78676",78676,300000,30.035513,-98.141066,5347.0,Wimberley ISD,2017-09-29
"5512 Duval ST, Austin TX 78751",78751,400000,30.319512,-97.716816,7803.0,Austin ISD,2017-09-01
"600 Natali ST, Austin TX 78748",78748,300000,30.173127,-97.795261,5206.0,Austin ISD,2017-07-09
"700 Mandarin Flyway # 1504, Cedar Park TX 78613",78613,300000,30.507188,-97.797419,6348.0,Leander ISD,2017-07-14
"422 Bandera Woods BLVD, Elgin TX 78621",78621,200000,30.357217,-97.402941,919.0,Elgin ISD,2017-07-13
"204 Magan LN, Jarrell TX 76537",76537,300000,30.821997,-97.613546,6143.0,Jarrell ISD,2017-06-19
"108 W Heron DR, Highland Haven TX 78654",78654,200000,30.605905,-98.393611,4636.0,Marble Falls ISD,2017-06-20
"3108 E 51st ST # 801, Austin TX 78723",78723,400000,30.295849,-97.681612,0.0,Austin ISD,2017-05-19
"9105 Skye CV, Austin TX 78750",78750,600000,30.425275,-97.797274,9593.0,Round Rock ISD,2017-05-02
"101 Outfitter DR, Bastrop TX 78602",78602,200000,30.102613,-97.355911,5494.0,Bastrop ISD,2017-08-26
"510 Lighthouse DR, Horseshoe Bay TX 78657",78657,2000000,30.562634,-98.359987,31609.0,Llano ISD,2017-08-28
"179 Lower Red Rock RD, Bastrop TX 78602",78602,200000,30.07213,-97.361828,5857.0,Bastrop ISD,2017-09-26
"109 Nash LN, Liberty Hill TX 78642",78642,300000,30.649353,-97.840621,10240.0,Liberty Hill ISD,2017-07-18
"32 Ridgewood CIR, Wimberley TX 78676",78676,300000,30.037732,-98.148873,235.0,Wimberley ISD,2017-07-20
"222 Nautical LOOP, Kyle TX 78640",78640,300000,30.030019,-97.818224,0.0,Hays ISD,2017-05-20
"2401 Manor RD # 202, Austin TX 78722",78722,200000,30.284188,-97.716629,2268.0,Austin ISD,2017-06-28
"1208 Stobaugh ST # B, Austin TX 78757",78757,500000,30.349021,-97.718758,7389.0,Austin ISD,2017-05-26
"752 Kingfisher LN, Leander TX 78641",78641,200000,30.62959,-97.872617,6538.0,Leander ISD,2017-09-15
"8507 Rockwood LN, Austin TX 78757",78757,400000,30.368533,-97.731707,5722.0,Austin ISD,2017-09-22
"18104 Grafton Glen CV, Pflugerville TX 78660",78660,300000,30.476245,-97.638188,6026.0,Pflugerville ISD,2017-11-11
"8820 W Ranch Road 1431, Buchanan Dam TX 78609",78609,300000,30.736839,-98.463269,3227.0,Llano ISD,2017-09-07
"625 APPALACHIAN TRL, Leander TX 78641",78641,200000,30.558965,-97.86074,1000.0,Leander ISD,2017-08-02
"1002 Rocky Spring RD, Austin TX 78753",78753,300000,30.382027,-97.665996,4013.0,Austin ISD,2017-08-10
"000 County Road 301, Granger TX 76530",76530,300000,30.756944,-97.467143,321.0,Granger ISD,2017-12-08
"407 K C Memory LN, Dripping Springs TX 78620",78620,300000,30.128772,-98.093812,12.0,Dripping Springs ISD,2017-11-03
"0000 Nixon Lake, Other TX 77835",77835,200000,30.159602,-96.626765,51.0,Other,2017-12-15
"7A County Rd 305, Lexington TX 78947",78947,200000,30.362228,-97.191807,735.0,Lexington ISD,2017-11-14
"2515 Pearl ST, Austin TX 78705",78705,1000,30.290479,-97.746244,,Austin ISD,2017-12-14
"502 Hammack DR, Austin TX 78752",78752,2000,30.329703,-97.719355,,Austin ISD,2017-12-14
"5204 Brookdale LN, Austin TX 78723",78723,2000,30.302617,-97.687641,,Austin ISD,2017-11-17
"192 Valero DR, San Marcos TX 78666",78666,1000,29.835917,-97.933603,,San Marcos ISD,2017-12-06
"1910 ROBBINS PL # 312, Austin TX 78705",78705,900,30.284477,-97.749724,,Austin ISD,2017-06-06
"307 E 31st ST # 106, Austin TX 78705",78705,1000,30.293264,-97.734845,,Austin ISD,2017-12-29
"349 Nivens DR, Buda TX 78610",78610,2000,30.09758,-97.867484,,Hays ISD,2017-07-16
"205 Kickapoo Creek LN, Georgetown TX 78633",78633,2000,30.723647,-97.757866,,Georgetown ISD,2017-10-01
"13317 Coomes DR, Del Valle TX 78617",78617,200000,30.170873,-97.613079,3550.0,Del Valle ISD,2017-07-18
"21004 Abigail WAY, Pflugerville TX 78660",78660,300000,30.467764,-97.561702,9978.0,Pflugerville ISD,2017-07-17
"104 Open Sky Way, Jarrell TX 76537",76537,200000,30.806148,-97.588254,0.0,Jarrell ISD,2017-07-18
"15801 Chatham Wood DR, Austin TX 78717",78717,300000,30.495903,-97.740289,8228.0,Round Rock ISD,2017-07-21
"610 Scenic PATH, Leander TX 78641",78641,500000,30.570707,-97.839397,13966.0,Leander ISD,2017-07-20
"701 Cottonwood Creek RD, Dripping Springs TX 78620",78620,400000,30.217173,-98.02579,7215.0,Dripping Springs ISD,2017-07-25
"2122 Hancock DR # 115, Austin TX 78756",78756,200000,30.323175,-97.740398,3548.0,Austin ISD,2017-07-22
"7500 Shadowridge RUN # 1, Austin TX 78749",78749,300000,30.226029,-97.874208,6552.0,Austin ISD,2017-07-27
"2001 North View DR, San Marcos TX 78666",78666,200000,29.887686,-97.969514,3951.0,San Marcos ISD,2017-08-19
"4230 River Oaks DR, Kingsland TX 78639",78639,600000,30.645269,-98.482352,7145.0,Llano ISD,2017-07-24
"200 Quarry Rock LOOP, Liberty Hill TX 78642",78642,200000,30.660003,-97.886196,6026.0,Liberty Hill ISD,2017-07-27
"204 Liz LN, Georgetown TX 78633",78633,400000,30.690792,-97.754368,7835.0,Georgetown ISD,2017-08-11
"112 Huelo CT, Bastrop TX 78602",78602,200000,30.081949,-97.29158,4535.0,Bastrop ISD,2017-08-11
"133 Ruellia DR, Georgetown TX 78633",78633,300000,30.717123,-97.708187,6249.0,Jarrell ISD,2017-07-26
"1202 Plateau TRL, Georgetown TX 78626",78626,200000,30.608721,-97.650329,4626.0,Georgetown ISD,2017-07-29
"2421 Sycamore Fig BND, Leander TX 78641",78641,400000,30.566795,-97.771445,9429.0,Leander ISD,2017-07-28
"2013 Woodway DR, Leander TX 78641",78641,200000,30.572738,-97.883265,5212.0,Leander ISD,2017-07-29
"5715 Avenue G, Austin TX 78752",78752,300000,30.322698,-97.717306,7088.0,Austin ISD,2017-08-01
"1601 Peridot RD, Pflugerville TX 78660",78660,200000,30.415237,-97.630832,3704.0,Pflugerville ISD,2017-07-30
"14517 Deaf Smith BLVD, Austin TX 78725",78725,200000,30.232547,-97.589114,3670.0,Del Valle ISD,2017-07-27
"904 Mahomet DR, Pflugerville TX 78660",78660,200000,30.42872,-97.661099,6334.0,Pflugerville ISD,2017-07-28
"111 Buckboard DR, Bastrop TX 78602",78602,300000,30.139102,-97.418046,7374.0,Bastrop ISD,2017-07-28
"7418 Reed DR, Volente TX 78641",78641,600000,30.434022,-97.906375,6272.0,Leander ISD,2017-08-05
"700 Dulwich ST, Austin TX 78748",78748,200000,30.180584,-97.798468,3805.0,Austin ISD,2017-08-16
"11012 ZOELLER DR, Austin TX 78747",78747,300000,30.131148,-97.774536,1472.0,Austin ISD,2017-08-01
"1900 Barton Springs RD # 5043, Austin TX 78704",78704,300000,30.264827,-97.763131,7306.0,Austin ISD,2017-08-01
"2502 Toulouse DR, Austin TX 78748",78748,400000,30.183398,-97.826652,7682.0,Austin ISD,2017-08-05
"2207 Carolyn DR, Taylor TX 76574",76574,200000,30.586056,-97.416352,4423.0,Taylor ISD,2017-07-30
"19537 Cheyenne Valley DR, Round Rock TX 78664",78664,200000,30.488963,-97.607682,5565.0,Pflugerville ISD,2017-08-06
"4159 Steck AVE # 246, Austin TX 78759",78759,200000,30.376826,-97.757734,3772.0,Austin ISD,2017-09-06
,78639,100000,30.67341,-98.446501,943.0,Llano ISD,2017-08-04
"14912 Valerian Tea DR, Pflugerville TX 78660",78660,200000,30.428436,-97.640695,5111.0,Pflugerville ISD,2017-08-07
"3255 Hidalgo LOOP, Round Rock TX 78665",78665,300000,30.564625,-97.61816,7582.0,Round Rock ISD,2017-08-11
"4332 Teravista Club DR # 10, Round Rock TX 78665",78665,400000,30.575078,-97.669447,9613.0,Round Rock ISD,2017-08-17
"8706 Willowick DR, Austin TX 78759",78759,500000,30.37764,-97.743176,10600.0,Austin ISD,2017-08-29
"14209 Sumatra LN, Pflugerville TX 78660",78660,200000,30.415607,-97.636341,5227.0,Pflugerville ISD,2017-08-14
"11610 Birchbark TRL, Austin TX 78750",78750,300000,30.45451,-97.821999,5880.0,Round Rock ISD,2017-08-15
"114 Salinas CV, Austin TX 78738",78738,600000,30.355201,-98.00128,14673.0,Lake Travis ISD,2017-08-11
"6625 Tara DR, Austin TX 78747",78747,200000,30.161303,-97.738717,4367.0,Austin ISD,2017-09-01
"5901 Inter Council CV, Austin TX 78731",78731,1000000,30.354247,-97.78543,22046.0,Austin ISD,2017-08-18
"8506 Remington LN, Austin TX 78758",78758,200000,30.360013,-97.715133,3822.0,Austin ISD,2017-08-31
"310 Strawn, Kyle TX 78640",78640,200000,30.009825,-97.881047,4385.0,Hays ISD,2017-08-18
"301 Koontz LOOP, Jarrell TX 76537",76537,200000,30.827724,-97.605407,0.0,Jarrell ISD,2017-08-18
"151 Amber Oak DR, Kyle TX 78640",78640,200000,30.028799,-97.844039,4776.0,Hays ISD,2017-08-17
"1511 SAGEBRUSH DR, Round Rock TX 78681",78681,100000,30.495282,-97.681541,3725.14,Round Rock ISD,2017-08-17
"2512 Windy Vane DR, Pflugerville TX 78660",78660,400000,30.490511,-97.56957,10034.0,Pflugerville ISD,2017-08-28
"217 Koontz LOOP, Jarrell TX 76537",76537,200000,30.827724,-97.605407,0.0,Jarrell ISD,2017-08-18
"2807 Bellamy CIR, Cedar Park TX 78613",78613,300000,30.528476,-97.783162,8361.0,Leander ISD,2017-09-01
"312 Sarahs LN, Liberty Hill TX 78642",78642,300000,30.688934,-97.937468,6213.0,Liberty Hill ISD,2017-08-25
"208 Invierno ST, Kyle TX 78640",78640,200000,29.988847,-97.860227,5451.0,Hays ISD,2017-08-23
"5808 Speyside DR, Austin TX 78754",78754,200000,30.366096,-97.6127,5092.0,Manor ISD,2017-08-21
"6400 Garden Rose PATH, Austin TX 78754",78754,200000,30.347172,-97.620671,5430.0,Manor ISD,2017-08-21
"325 NAUTILUS AVE, Lakeway TX 78738",78738,400000,30.360472,-97.999973,8900.0,Lake Travis ISD,2017-08-20
"4031 Barlow DR, Round Rock TX 78681",78681,300000,30.496375,-97.728403,6002.0,Round Rock ISD,2017-08-22
"704 Centerbrook PL, Round Rock TX 78665",78665,300000,30.572507,-97.680385,6530.0,Round Rock ISD,2017-08-22
"415 Limestone TRL # 57, Austin TX 78737",78737,400000,30.212947,-97.979658,9993.0,Dripping Springs ISD,2017-08-24
"1840 Burton DR # 178, Austin TX 78741",78741,100000,30.235146,-97.730012,1890.0,Austin ISD,2017-08-21
"805 Saunders DR, Round Rock TX 78664",78664,200000,30.534378,-97.672784,4047.0,Round Rock ISD,2017-08-23
"1411 Gracy Farms LN # 55, Austin TX 78758",78758,200000,30.395931,-97.69389,3575.0,Pflugerville ISD,2017-08-25
"100 KNIGHTS ROW, Cottonwood Shores TX 78657",78657,300000,30.544655,-98.334795,5500.0,Marble Falls ISD,2017-08-28
"5303 Ranch Meadow ST, Killeen TX 76549",76549,200000,31.086131,-97.807561,4077.0,Killeen ISD,2017-08-25
"21716 Gallus Dr, Pflugerville TX 78660",78660,300000,30.496351,-97.573254,0.0,Pflugerville ISD,2017-08-28
"13724 Camp Comfort LN, Austin TX 78717",78717,500000,30.484971,-97.789069,4466.0,Round Rock ISD,2017-08-30
"2320 FM 1715, Lampasas TX 76550",76550,400000,31.096151,-98.094639,0.0,Lampasas ISD,2017-10-12
"17608 Milkweed CV, Elgin TX 78621",78621,200000,30.350565,-97.435554,3566.0,Elgin ISD,2017-09-08
"304 El Socorro LN, Austin TX 78732",78732,400000,30.348047,-97.914881,10828.0,Leander ISD,2017-09-03
"813 Haystack Creek TRL, Georgetown TX 78633",78633,400000,30.730936,-97.735664,8226.0,Georgetown ISD,2017-09-07
"3740 Lost Creek BLVD, Austin TX 78735",78735,1000000,30.28414,-97.874236,15199.0,Austin ISD,2017-09-09
"3944 Lord Byron CIR, Round Rock TX 78664",78664,400000,30.508006,-97.602756,8551.0,Round Rock ISD,2017-09-15
"1503 W 9th ST # 202, Austin TX 78703",78703,300000,30.27684,-97.759757,4516.0,Austin ISD,2017-09-07
"10819 Crown Colony DR # 5, Austin TX 78747",78747,200000,30.141159,-97.794096,3348.0,Austin ISD,2017-09-16
"1747 County Road 107, Paige TX 78659",78659,80000,30.253169,-97.046463,881.0,Giddings ISD,2017-09-20
"5308 Abingdon PL, Austin TX 78723",78723,300000,30.311153,-97.704259,5722.0,Austin ISD,2017-09-15
"222 West AVE # 1803, Austin TX 78701",78701,400000,30.267401,-97.75204,9452.0,Austin ISD,2017-09-08
"108 W Clark ST, Bartlett TX 76511",76511,40000,30.795998,-97.42906,348.0,Bartlett ISD,2017-09-14
"1404 Beth LN, Round Rock TX 78664",78664,200000,30.526208,-97.664916,3628.0,Round Rock ISD,2017-09-14
"2613 Coy DR, Killeen TX 76543",76543,90000,31.136803,-97.692731,2251.0,Killeen ISD,2017-09-15
"1116 Disraeli CIR, Pflugerville TX 78660",78660,300000,30.463107,-97.643201,6433.0,Pflugerville ISD,2017-09-27
"1104 Alegria RD, Austin TX 78757",78757,500000,30.332618,-97.725959,6106.91,Austin ISD,2017-09-15
"17416 Bridgefarmer BLVD, Pflugerville TX 78660",78660,200000,30.449752,-97.556773,7604.0,Pflugerville ISD,2017-09-21
"11611 Crosstimber DR, Austin TX 78750",78750,300000,30.448493,-97.809178,6040.0,Round Rock ISD,2017-09-14
"9516 Solana Vista LOOP # A, Austin TX 78750",78750,400000,30.392868,-97.825511,8550.0,Leander ISD,2017-09-14
"1800 Vintage DR, Leander TX 78641",78641,300000,30.561304,-97.82818,6455.0,Leander ISD,2017-09-16
"519 Pinnacle DR, Georgetown TX 78626",78626,200000,30.602739,-97.651175,4758.0,Georgetown ISD,2017-09-14
"1204 Peppermint TRL, Pflugerville TX 78660",78660,200000,30.427773,-97.636439,4828.0,Pflugerville ISD,2017-09-22
"11808 Bastrop ST, Manor TX 78653",78653,200000,30.331683,-97.562595,3761.0,Manor ISD,2017-09-22
"1612 Westmeadow TRL, Round Rock TX 78665",78665,300000,30.574537,-97.666303,6618.0,Round Rock ISD,2017-09-22
"3102 Foxton CV, Austin TX 78748",78748,300000,30.179267,-97.842623,3718.27,Austin ISD,2017-09-22
"877 Meridian DR, New Braunfels TX 78132",78132,400000,29.78765,-98.077285,6180.0,Comal ISD,2017-09-23
"7313 Cilantro WAY, Austin TX 78741",78741,200000,30.22131,-97.693353,4156.0,Del Valle ISD,2017-10-05
"1518 Windridge DR, Lockhart TX 78644",78644,200000,29.883881,-97.695745,4063.0,Lockhart ISD,2017-09-20
"100 S Creek Bend DR, Hutto TX 78634",78634,200000,30.531846,-97.541905,5621.0,Hutto ISD,2017-09-20
"6612 Marble Creek LOOP, Austin TX 78747",78747,200000,30.160558,-97.739763,3779.0,Austin ISD,2017-10-13
"114 Essex LN, Georgetown TX 78633",78633,200000,30.731216,-97.712461,4195.0,Jarrell ISD,2017-10-04
"420 Farmer LN, Jarrell TX 76537",76537,200000,30.827724,-97.605407,0.0,Jarrell ISD,2017-09-24
"8210 Polar DR, Austin TX 78757",78757,700000,30.357526,-97.720479,7972.0,Austin ISD,2017-09-27
"3016 Prado ST, Austin TX 78702",78702,300000,30.261191,-97.705815,5137.0,Austin ISD,2017-12-05
"7103 Tesoro TRL, Austin TX 78729",78729,300000,30.445173,-97.753363,5619.22,Round Rock ISD,2017-12-07
"5083 Hartson, Kyle TX 78640",78640,200000,30.011204,-97.8783,5279.0,Hays ISD,2017-11-19
"1240 BARTON HILLS DR # 215, Austin TX 78704",78704,200000,30.261681,-97.775737,3546.0,Austin ISD,2017-12-14
"344 Summer Azure ST, Georgetown TX 78626",78626,300000,30.586144,-97.664553,7839.0,Georgetown ISD,2017-11-24
"2412 McCall RD, Austin TX 78703",78703,2000000,30.294641,-97.764098,31526.0,Austin ISD,2017-12-14
"909 Mammoth CT, Round Rock TX 78681",78681,300000,30.557658,-97.739924,6044.0,Round Rock ISD,2017-09-21
"555 Pump Station RD, Wimberley TX 78676",78676,400000,30.053377,-98.198073,4685.0,Wimberley ISD,2017-10-11
"13809 Pecan HOLW, Leander TX 78641",78641,300000,30.565608,-97.951052,1727.0,Leander ISD,2017-10-12
"31 Anthony ST, Austin TX 78702",78702,300000,30.250413,-97.724519,3724.0,Austin ISD,2017-11-27
"2731 Lyons RD, Austin TX 78702",78702,400000,30.26402,-97.7089,9208.0,Austin ISD,2017-06-21
"19821 San Chisolm DR, Round Rock TX 78664",78664,300000,30.494366,-97.604459,7143.0,Pflugerville ISD,2017-09-07
"13400 Briarwick DR # 1705, Austin TX 78729",78729,300000,30.465803,-97.767723,6398.0,Round Rock ISD,2017-09-22
"9811 Willers WAY, Austin TX 78748",78748,200000,30.177331,-97.829775,5906.0,Austin ISD,2017-12-18
"11705 Prado Ranch Boulevard, Austin TX 78725",78725,200000,30.218582,-97.636179,500.0,Del Valle ISD,2017-10-05
"25 Vista DR, Morgan's Point Resort TX 76513",76513,300000,31.152501,-97.48482,6272.0,Belton ISD,2017-10-29
"1605 Cresson TRL, Leander TX 78641",78641,400000,30.550106,-97.86848,0.0,Leander ISD,2017-02-16
"4209 Hookbilled Kite, Austin TX 78738",78738,500000,30.320719,-97.97356,10028.0,Lake Travis ISD,2017-07-15
"4140 Novella CV, Leander TX 78641",78641,300000,30.524551,-97.899667,0.0,Leander ISD,2017-08-07
"15720 Canberra TRL, Austin TX 78728",78728,300000,30.465274,-97.68241,0.0,Round Rock ISD,2017-09-05
"1452 Hamiltons WAY, Leander TX 78641",78641,200000,30.559411,-97.869869,5964.85,Leander ISD,2017-09-07
"11732 Andesite RD, Manor TX 78653",78653,200000,30.372702,-97.527685,6610.0,Manor ISD,2017-11-06
"1107 Glendalough DR, Pflugerville TX 78660",78660,300000,30.47521,-97.635476,6725.0,Pflugerville ISD,2017-12-01
"1259 Red Bud LN, Round Rock TX 78664",78664,400000,30.510012,-97.612929,7597.0,Round Rock ISD,2017-12-01
"7109 Thannas WAY, Austin TX 78744",78744,200000,30.177408,-97.757433,5056.0,Austin ISD,2017-11-30
"977 N State Highway 95, Bastrop TX 78602",78602,100000,30.109993,-97.307352,3154.0,Bastrop ISD,2017-12-08
,78717,500000,30.485989,-97.723569,13198.0,Round Rock ISD,2017-12-14
"3508 Alexandria DR, Austin TX 78749",78749,300000,30.201455,-97.839304,5424.0,Austin ISD,2017-11-09
"1120 Eleanor ST, Austin TX 78721",78721,400000,30.271956,-97.680226,3601.0,Austin ISD,2017-07-13
