Street Address,Zip Code,List Price,Lat,Long,Tax Ammount,School Dist,List Date
"3006 Angelico CV, Round Rock TX 78681",78681,400000,39.7937,-84.216,13305.0,Round Rock ISD,2018-05-05
"200 Kendall DR, Spicewood TX 78669",78669,400000,30.4795,-98.127456,7322.0,Marble Falls ISD,2018-04-18
"202 S Mclendon, Other TX 76706",76706,200000,31.470186,-97.114366,3988.0,Other,2018-09-28
"2212 Schriber ST # B, Austin TX 78704",78704,400000,30.234943,-97.74374,12445.0,Austin ISD,2018-05-10
"7703 Merrybrook CIR, Austin TX 78731",78731,800000,30.362134,-97.752178,17717.0,Austin ISD,2018-08-10
"10936 Short Springs DR, Austin TX 78754",78754,300000,30.36335,-97.64687,6844.0,Manor ISD,2018-09-29
"900 Williams WAY, Cedar Park TX 78613",78613,500000,30.519155,-97.752464,11427.0,Round Rock ISD,2018-09-29
"1006 N Boundary ST, Burnet TX 78611",78611,300000,30.769831,-98.22737,6572.0,Burnet ISD,2018-07-23
"406 S Main ST, Kyle TX 78640",78640,100000,29.985351,-97.877454,1989.0,Hays ISD,2018-09-24
"408 El Ranchero RD, Georgetown TX 78628",78628,500000,30.64077,-97.779004,12148.0,Liberty Hill ISD,2018-05-05
"120 Pilot Grove CT, Buda TX 78610",78610,300000,30.090145,-97.865412,7755.0,Hays ISD,2018-05-17
"110 Animas DR, Georgetown TX 78626",78626,200000,30.597283,-97.659473,5422.0,Georgetown ISD,2018-05-29
"1608 Highland CT, Cedar Park TX 78613",78613,200000,30.522331,-97.851283,6448.0,Leander ISD,2018-06-28
"1402 Larkwood DR, Austin TX 78723",78723,400000,30.313284,-97.699696,7639.0,Austin ISD,2018-08-10
"206 Oscar ST, Taylor TX 76574",76574,200000,30.579524,-97.408805,4672.0,Taylor ISD,2018-08-10
"1025 Monadale TRL, Round Rock TX 78664",78664,200000,30.503378,-97.655735,5179.0,Round Rock ISD,2018-07-28
"9632 Alex LN, Austin TX 78748",78748,300000,30.16493,-97.800549,8332.0,Austin ISD,2018-07-17
"TBD CR 326, Rockdale TX 76567",76567,200000,30.646653,-96.902652,39.0,Milano ISD,2018-09-26
"2411 Vernice DR, Other TX 76522",76522,200000,31.156921,-97.918859,3875.0,Other,2018-08-30
"4705 Manchaca RD, Austin TX 78745",78745,300000,30.22435,-97.79147,6856.0,Austin ISD,2018-03-29
"1406 Brentwood DR # A, Austin TX 78757",78757,600000,30.338009,-97.729298,11196.0,Austin ISD,2018-08-09
"367 Meadowlakes DR, Meadowlakes TX 78654",78654,1000000,30.557443,-98.302587,14266.0,Marble Falls ISD,2018-08-12
"373 Quarry LN, Liberty Hill TX 78642",78642,300000,30.665959,-97.890217,7714.0,Liberty Hill ISD,2018-06-06
"4501 Rimrock DR, Lago Vista TX 78645",78645,300000,30.446421,-98.00816,5786.0,Lago Vista ISD,2018-09-20
"201 LONGFIELD DR, Georgetown TX 78628",78628,400000,30.639284,-97.777735,12029.0,Liberty Hill ISD,2018-09-21
"8410 Navidad DR, Austin TX 78735",78735,3000000,30.284999,-97.867551,31483.0,Austin ISD,2018-09-24
"205 Armstrong DR, Georgetown TX 78633",78633,400000,30.727754,-97.731125,8083.0,Georgetown ISD,2018-04-10
"1144 Garland AVE, Austin TX 78721",78721,300000,30.271338,-97.685074,5677.0,Austin ISD,2018-04-20
"13314 Fieldgate DR, Austin TX 78753",78753,200000,30.405881,-97.646316,5060.0,Pflugerville ISD,2018-08-24
"502 Fox XING, Burnet TX 78611",78611,400000,30.715372,-98.25799,10784.37,Burnet ISD,2018-01-23
"349 Nivens DR NE, Buda TX 78610",78610,300000,30.09758,-97.867484,9000.0,Hays ISD,2018-01-24
"8733 Birmingham DR, Austin TX 78748",78748,200000,30.179231,-97.806547,3799.0,Austin ISD,2018-09-16
"1140 Leona ST, Austin TX 78702",78702,500000,30.269155,-97.721301,13864.0,Austin ISD,2018-06-13
"112 Sebastians RUN, Lakeway TX 78738",78738,600000,30.333641,-97.95963,12529.0,Lake Travis ISD,2018-08-18
"916 Colorado DR, Marble Falls TX 78654",78654,100000,30.564826,-98.282911,2193.0,Marble Falls ISD,2018-10-02
"11928 Natures BND, Austin TX 78753",78753,400000,30.391487,-97.667408,10195.0,Pflugerville ISD,2018-08-02
"201 E Sixth, Other TX 78343",78343,90000,27.582509,-97.799205,2304.0,Other,2018-10-10
"10107 Devereux DR, Austin TX 78733",78733,400000,30.336173,-97.87414,7341.16,Eanes ISD,2018-05-22
"13809 Glen Mark DR, Manor TX 78653",78653,300000,30.35836,-97.54169,9621.0,Manor ISD,2018-03-02
"2713 Plantation DR, Round Rock TX 78681",78681,400000,30.542729,-97.701466,9426.0,Round Rock ISD,2018-04-20
"123 Crestline DR, Other TX 78064",78064,300000,28.97904,-98.507707,3387.31,Other,2018-04-30
"1840 Burton DR # 197, Austin TX 78741",78741,100000,30.235146,-97.730012,1476.0,Austin ISD,2018-03-26
"1708 Bunche RD, Austin TX 78721",78721,300000,30.278578,-97.676826,5957.0,Austin ISD,2018-10-12
"13604 Caldwell DR # 39, Austin TX 78750",78750,300000,30.451026,-97.795455,6398.0,Round Rock ISD,2018-08-16
"637 Tundra DR, Harker Heights TX 76548",76548,300000,31.047157,-97.664156,5587.0,Killeen ISD,2018-08-02
"3901 Balcones DR, Austin TX 78731",78731,3000000,30.31752,-97.765191,41070.0,Austin ISD,2018-04-12
"129 Proclamation AVE, Liberty Hill TX 78642",78642,200000,30.656418,-97.890707,0.0,Liberty Hill ISD,2018-05-17
"2811 Hardeman ST # A, Austin TX 78704",78704,500000,30.234062,-97.758709,6050.0,Austin ISD,2018-06-15
"4732 Twin Valley DR, Austin TX 78731",78731,700000,30.351039,-97.781849,14082.0,Austin ISD,2018-10-04
"140 Creekside DR, Bastrop TX 78602",78602,200000,30.188675,-97.298355,956.0,Bastrop ISD,2018-10-26
"935 La Posada DR # 141, Austin TX 78752",78752,200000,30.325176,-97.70401,3200.0,Austin ISD,2018-04-17
"3707 Madison DR, Killeen TX 76543",76543,100000,31.092779,-97.700216,1491.0,Killeen ISD,2018-09-10
"1309 PASA TIEMPO, Leander TX 78641",78641,1000000,30.53644,-97.88761,19897.0,Leander ISD,2018-04-13
"725 Kingfisher LN, Leander TX 78641",78641,200000,30.628521,-97.872692,6591.0,Leander ISD,2018-10-10
"5801 Duval ST, Austin TX 78752",78752,400000,30.322632,-97.716442,6911.0,Austin ISD,2018-09-13
"902 Terrell Hill DR, Austin TX 78704",78704,600000,30.237164,-97.76715,10704.0,Austin ISD,2018-08-11
"13331 William McKinley WAY, Manor TX 78653",78653,200000,30.35643,-97.511801,0.0,Manor ISD,2018-09-20
"407 Hurst Creek RD, Lakeway TX 78734",78734,900000,30.376421,-97.970516,23436.0,Lake Travis ISD,2018-06-21
"1307 Singleton AVE, Austin TX 78702",78702,400000,30.276273,-97.714034,6048.0,Austin ISD,2018-06-08
"10605 Beard AVE, Austin TX 78748",78748,400000,30.168536,-97.836771,6723.0,Austin ISD,2018-10-12
"13501 Metric BLVD # 16, Austin TX 78727",78727,400000,30.42424,-97.679116,6000.0,Pflugerville ISD,2018-07-12
"13002 Stillforest ST, Austin TX 78729",78729,400000,30.45684,-97.776285,4683.95,Round Rock ISD,2018-09-05
"4 El Camino Real, Wimberley TX 78676",78676,200000,30.01606,-98.122752,3101.0,Wimberley ISD,2018-07-05
"8802 Royalwood DR, Austin TX 78750",78750,500000,30.433604,-97.786739,10573.63,Round Rock ISD,2018-06-08
"1804 Jentsch CT # A, Austin TX 78745",78745,400000,30.219345,-97.793047,6822.0,Austin ISD,2018-08-13
"5006 Woodrow AVE # A, Austin TX 78756",78756,700000,30.321444,-97.737764,11778.0,Austin ISD,2018-06-19
"1239 Red Bud LN, Round Rock TX 78664",78664,400000,30.511463,-97.613259,4866.0,Round Rock ISD,2018-09-29
"358 The Oaks BLVD, Elgin TX 78621",78621,500000,30.221405,-97.433415,10705.23,Elgin ISD,2018-09-20
"2410 Sharon LN # A, Austin TX 78703",78703,600000,30.293791,-97.761831,7914.0,Austin ISD,2018-10-31
"3933 Eagles Nest ST, Round Rock TX 78665",78665,200000,30.563305,-97.666281,4347.0,Round Rock ISD,2018-05-25
"13714 Hunters PASS, Austin TX 78734",78734,90000,30.37093,-97.917624,773.0,Lake Travis ISD,2018-02-23
"2306 Williams Lakeshore, Kingsland TX 78639",78639,600000,30.677015,-98.404535,6503.0,Llano ISD,2018-02-14
"1119 County Road 301, Elgin TX 78621",78621,400000,30.399728,-97.324137,42.0,Elgin ISD,2018-02-23
"413 Highland Bluff DR, Georgetown TX 78633",78633,200000,30.696289,-97.771468,1946.0,Georgetown ISD,2018-02-22
"226 Rolling Waters Ct, Burnet TX 78654",78654,100000,30.570327,-98.201332,614.0,Burnet ISD,2018-02-23
"13559 Fm 1854, Dale TX 78616",78616,80000,30.028055,-97.672605,1000.0,Lockhart ISD,2018-02-23
"Tract 6 Allison DR, Bertram TX 78605",78605,200000,30.785491,-98.023271,261.0,Burnet ISD,2018-02-27
"1366 Merlot, New Braunfels TX 78132",78132,80000,29.801334,-98.279791,1519.0,Comal ISD,2018-02-17
"5101 F M Road 969, Austin TX 78721",78721,400000,30.286104,-97.677005,6190.0,Austin ISD,2018-02-18
"109 Denny Fox DR, Burnet TX 78611",78611,70000,30.720407,-98.251354,1097.0,Burnet ISD,2018-02-28
"4728 Pecan Chase, Austin TX 78738",78738,400000,30.30234,-97.951822,7302.0,Lake Travis ISD,2018-01-06
,78605,60000,30.617451,-98.101455,375.0,Burnet ISD,2018-01-28
"Lot 132 & 133 Creek DR, Marble Falls TX 78654",78654,30000,30.545843,-98.294613,135.27,Marble Falls ISD,2018-01-21
"000 E Newton ST, Luling TX 78648",78648,20000,29.681404,-97.604362,72.0,Luling ISD,2018-01-31
"2604 Cypress LN, Cedar Park TX 78613",78613,80000,30.541524,-97.841908,1006.0,Leander ISD,2018-02-02
"343 John Price, Blanco TX 78606",78606,60000,30.045115,-98.394845,1001.0,Blanco ISD,2018-02-01
"1314 Majestic Hills BLVD, Spicewood TX 78669",78669,90000,30.456863,-98.105816,1606.0,Marble Falls ISD,2018-02-01
"121 Boot Hill, Horseshoe Bay TX 78657",78657,2000000,30.5511,-98.366765,18250.0,Llano ISD,2018-02-15
"208 Ronay DR, Spicewood TX 78669",78669,50000,30.408414,-98.039068,426.0,Lake Travis ISD,2018-02-27
"lt 84 Montana Springs DR, Marble Falls TX 78654",78654,40000,30.578597,-98.083116,778.0,Marble Falls ISD,2018-02-24
"lot 57 Chimney Cove DR, Marble Falls TX 78654",78654,100000,30.536595,-98.1399,1341.0,Marble Falls ISD,2018-02-20
"137 Taylor Creek WAY, Liberty Hill TX 78642",78642,70000,30.708231,-97.904875,1200.0,Liberty Hill ISD,2018-01-05
"104 FB Gentry, Blanco TX 78606",78606,70000,30.036108,-98.375964,771.95,Blanco ISD,2018-01-15
"2813 Truman DR, Lago Vista TX 78645",78645,20000,30.433803,-98.025326,172.0,Lago Vista ISD,2018-01-08
"3005 Kuhlman AVE # B, Austin TX 78702",78702,100000,30.267606,-97.709685,3209.85,Austin ISD,2018-01-17
"16200 E Lake Shore DR, Austin TX 78734",78734,500000,30.42959,-97.922812,0.0,Lake Travis ISD,2018-01-30
"4617 Mirador DR, Austin TX 78735",78735,2000000,30.261719,-97.86785,20669.0,Austin ISD,2018-01-18
"Lot 640 Mahan ST, Meadowlakes TX 78654",78654,70000,30.559727,-98.3003,612.0,Marble Falls ISD,2018-01-16
"201 Sweetgrass, Horseshoe Bay TX 78657",78657,50000,30.543387,-98.395673,264.0,Llano ISD,2018-01-17
"106 Cardinal, Horseshoe Bay TX 78657",78657,20000,30.54262,-98.364782,101.0,Llano ISD,2018-01-30
,78620,300000,30.188685,-98.111432,15.0,Dripping Springs ISD,2018-01-14
"Lot 4B-2 CR 222, Kempner TX 76539",76539,70000,31.012017,-97.914415,36.11,Lampasas ISD,2018-02-02
"3406 Chinquapin, Other TX 77807",77807,100000,30.60489,-96.393324,800.0,Other,2018-01-20
"13064 Chuck Wagon, Horseshoe Bay TX 78657",78657,4000,30.542405,-98.336454,59.0,Marble Falls ISD,2018-02-08
"1045 Bluewater PL, Spring Branch TX 78070",78070,300000,29.915079,-98.308453,2279.0,Comal ISD,2018-01-22
"Lot 23170 Hi Mesa, Horseshoe Bay TX 78657",78657,70000,30.533785,-98.370016,315.0,Llano ISD,2018-01-23
"21300 Westward Ho PASS, Lago Vista TX 78645",78645,6000,30.494702,-97.973105,103.0,Lago Vista ISD,2018-01-25
"801 County Road 342, Granger TX 76530",76530,70000,30.741895,-97.508032,40.0,Granger ISD,2018-01-13
"106 FB Gentry, Blanco TX 78606",78606,70000,30.036109,-98.375958,527.56,Blanco ISD,2018-01-15
"200 Long Branch CIR, Horseshoe Bay TX 78657",78657,8000,30.534992,-98.334989,126.0,Marble Falls ISD,2018-01-15
"8 O Deep Pocket, Leander TX 78641",78641,100000,30.552007,-97.908468,4000.0,Leander ISD,2018-01-08
"4801 Lone Man Mountain Lot 2 RD, Wimberley TX 78676",78676,300000,30.054078,-98.038139,89.0,Wimberley ISD,2018-02-11
"#2 Carol CV, Spicewood TX 78669",78669,300000,30.46862,-98.104826,3653.24,Marble Falls ISD,2018-01-11
"104 Horizon Ridge CV, Liberty Hill TX 78642",78642,100000,30.709759,-97.905045,1579.0,Liberty Hill ISD,2018-01-18
"501 Arthur CT, Spring Branch TX 78070",78070,200000,29.896255,-98.305657,933.0,Comal ISD,2018-01-18
"8313 Verde Mesa CV, Austin TX 78738",78738,300000,30.297885,-98.043791,3663.0,Lake Travis ISD,2018-01-31
"100 Silver Way/Bay West Blvd., Horseshoe Bay TX 78657",78657,20000,30.534961,-98.404397,61.0,Llano ISD,2018-02-01
"22804 Mary Nell LN, Spicewood TX 78669",78669,300000,30.430242,-98.044265,3.0,Lake Travis ISD,2018-01-26
"428 Buffalo TRL, Liberty Hill TX 78642",78642,100000,30.70625,-98.002786,2326.0,Liberty Hill ISD,2018-02-09
"101 Main ST, Hutto TX 78634",78634,300000,30.543089,-97.548481,1869.0,Hutto ISD,2018-02-22
"0 (lot 140) Flash CIR, Luling TX 78648",78648,40000,29.646763,-97.659561,12.0,Gonzales ISD,2018-02-07
"279 Flanders, Fischer TX 78623",78623,90000,29.946244,-98.239721,262.0,Comal ISD,2018-02-12
"3802 Crockett AVE, Lago Vista TX 78645",78645,10000,30.430412,-97.991195,264.0,Lago Vista ISD,2018-02-12
"LOT 15 F M Road 2769, Leander TX 78641",78641,200000,30.434096,-97.883742,2134.0,Leander ISD,2018-02-20
"21 Meadowlakes DR, Meadowlakes TX 78654",78654,70000,30.401278,-98.048573,956.0,Marble Falls ISD,2018-02-14
"5146 Goliad DR, Temple TX 76502",76502,6000,31.189256,-97.49459,85.0,Belton ISD,2018-01-02
"7322 Flagship Park DR, Jonestown TX 78645",78645,200000,30.449266,-97.941635,3497.0,Lago Vista ISD,2018-01-02
"000 Goetz RD. A, Cameron TX 76520",76520,20000,30.844745,-96.996135,126.0,Cameron ISD,2018-01-02
"21502 Westward Ho PASS, Lago Vista TX 78645",78645,7000,30.495486,-97.975564,103.0,Lago Vista ISD,2018-01-05
"21605 Wyoming PASS, Lago Vista TX 78645",78645,7000,30.49646,-97.976443,103.0,Lago Vista ISD,2018-01-05
"7902 Persimmon TRL, Austin TX 78745",78745,100000,30.187801,-97.800838,2261.0,Austin ISD,2018-01-03
"14145 Bear Creek Pass, Austin TX 78737",78737,900000,30.164229,-97.943685,6948.0,Dripping Springs ISD,2018-01-13
"2601 Avenue J, Other TX 76105",76105,400000,32.727604,-97.288589,4565.0,Other,2018-02-09
"000 Rio Grande/Mustang, Taylor TX 76574",76574,20000,30.564378,-97.401487,138.5,Taylor ISD,2018-02-06
"1170 Madrone RD, Fischer TX 78623",78623,70000,29.946347,-98.240808,280.0,Comal ISD,2018-02-12
"TBD County Road 2337, Lampasas TX 76550",76550,200000,31.260886,-98.21396,41.0,Lampasas ISD,2018-02-06
"934 Gruene Place DR, New Braunfels TX 78130",78130,90000,29.759266,-97.995643,1058.0,Comal ISD,2018-02-14
"Lot 17 Sleepy Oaks DR, Kingsland TX 78639",78639,100000,30.67792,-98.411471,1130.0,Llano ISD,2018-02-14
"Lot 775A Spyglass DR, Meadowlakes TX 78654",78654,30000,30.566377,-98.297421,149.0,Marble Falls ISD,2018-02-15
"809 LA CREMA CT, Leander TX 78641",78641,300000,30.554046,-97.831118,6747.0,Leander ISD,2018-01-18
"201 Britni LOOP, Kyle TX 78640",78640,200000,29.994612,-97.855643,3596.0,Hays ISD,2018-01-04
"13902 GREINERT DR, Pflugerville TX 78660",78660,200000,30.418316,-97.653372,5267.0,Pflugerville ISD,2018-01-03
"5400 Gooding DR, Austin TX 78744",78744,200000,30.176063,-97.693867,4420.0,Del Valle ISD,2018-01-05
"500 INNWOOD DR, Georgetown TX 78628",78628,300000,30.623743,-97.698839,6159.0,Georgetown ISD,2018-01-18
"2800 Crystal Falls PKWY, Leander TX 78641",78641,700000,30.546551,-97.881032,14352.0,Leander ISD,2018-01-26
"402 Country Estates DR, Hutto TX 78634",78634,200000,30.530803,-97.556749,5602.0,Hutto ISD,2018-01-04
"4301 Shoal Creek BLVD, Austin TX 78756",78756,700000,30.315052,-97.747274,16796.0,Austin ISD,2018-01-05
"2108 Hawksbury WAY, Cedar Park TX 78613",78613,300000,30.522419,-97.862786,6305.0,Leander ISD,2018-01-10
"1008 Jonathan, Other TX 76522",76522,400000,31.107603,-97.885099,328.0,Other,2018-02-07
"2525 S Lamar BLVD # 311, Austin TX 78704",78704,300000,30.245341,-97.777647,6531.0,Austin ISD,2018-01-25
"7705 Mullen DR, Austin TX 78757",78757,700000,30.350976,-97.727445,13836.0,Austin ISD,2018-02-03
"1903 Tipperary DR, Leander TX 78641",78641,100000,30.554044,-97.846334,4210.0,Leander ISD,2018-02-05
"677 Wild Rose DR, Austin TX 78737",78737,400000,30.168171,-97.983086,9925.0,Dripping Springs ISD,2018-02-10
"204 Champion CV, Leander TX 78641",78641,300000,30.387037,-97.994244,301.0,Lago Vista ISD,2018-01-26
"2528 Georgian DR, Georgetown TX 78626",78626,200000,30.620829,-97.663712,3940.0,Georgetown ISD,2018-01-27
"4513 Keota DR, Austin TX 78749",78749,300000,30.206191,-97.852432,5172.0,Austin ISD,2018-01-27
"9800 N Lamar BLVD, Austin TX 78753",78753,20,30.367976,-97.695912,,,2018-01-04
"2911 S A.W. Grimes BLVD # 750, Pflugerville TX 78660",78660,2000,30.478289,-97.643385,,,2018-01-08
"3311 Hwy 79, Taylor TX 76574",76574,500000,30.56384,-97.448216,10498.0,,2018-01-21
"1200 W Cameron AVE, Rockdale TX 76567",76567,600000,30.649936,-97.014732,30821.0,,2018-01-26
"11420 Schriber RD, Buda TX 78610",78610,900000,30.077511,-97.677151,160.0,,2018-01-03
"16010 Windermere DR, Pflugerville TX 78660",78660,100000,30.44994,-97.647184,2785.0,Pflugerville ISD,2018-01-11
"13 Niles RD, Austin TX 78703",78703,2000000,30.286577,-97.759725,20852.0,Austin ISD,2018-01-29
"2803 Prosperity, Leander TX 78641",78641,300000,30.53367,-97.860872,8392.54,Leander ISD,2018-01-05
"509 Grapevine DR, Cedar Park TX 78613",78613,200000,30.509771,-97.844987,5088.0,Leander ISD,2018-01-22
"503 Swanee # 5, Austin TX 78752",78752,200000,30.334922,-97.715087,2976.43,Austin ISD,2018-01-18
"110 Lightfoot TRL, Bastrop TX 78602",78602,300000,30.123981,-97.409126,1372.0,Bastrop ISD,2018-01-11
"11505 Murron DR, Austin TX 78754",78754,200000,30.354307,-97.618742,6324.0,Manor ISD,2018-01-11
"904 Cavalier LN, Austin TX 78757",78757,500000,30.342699,-97.71789,9931.0,Austin ISD,2018-01-11
"6204 Mesa DR, Austin TX 78731",78731,900000,30.349334,-97.772171,23174.0,Austin ISD,2018-01-16
"115 Amethyst, Horseshoe Bay TX 78657",78657,400000,30.534335,-98.401301,7713.0,Llano ISD,2018-01-22
"503 Honeycomb RDG, Austin TX 78746",78746,800000,30.28312,-97.801517,10402.0,Eanes ISD,2018-02-17
"202 Mickelson LN, Georgetown TX 78628",78628,500000,30.69769,-97.690339,10940.0,Georgetown ISD,2018-01-25
"224 Great Circle CV, Austin TX 78717",78717,300000,30.492127,-97.72375,7234.0,Round Rock ISD,2018-01-25
"1032 Feldspar Steam WAY, Leander TX 78641",78641,300000,30.589804,-97.865343,7933.0,Leander ISD,2018-02-17
"305 Halter, Other TX 76522",76522,90000,31.14774,-97.924575,2032.0,Other,2018-02-09
"5107 E Riverside DR, Austin TX 78741",78741,3000000,30.230165,-97.714876,18000.0,,2018-01-05
"4112 Marathon BLVD, Austin TX 78756",78756,3000,30.31047,-97.741459,,,2018-01-20
"13709 Pansy TRL, Austin TX 78727",78727,200000,30.432935,-97.686738,1528.0,,2018-02-01
"000 Hwy 71 & Hill, Smithville TX 78957",78957,200000,30.002609,-97.13422,11.0,,2018-02-12
"110 Old Waelder RD, Flatonia TX 78941",78941,400000,29.686804,-97.144378,19.0,,2018-02-09
