SiteName,ProgramYear,CEID,CEName,CECounty,TypeOfAgency,TypeOfSNPOrg,SiteName,ClaimDate,EnrollmentQty,FreeEligibleQty,ReducedEligibleQty,PaidEligibleQty,TotalReimbursement
EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,05/01/2018 12:00:00 AM,494.0,375.0,51.0,68.0,165552.80000000002
FULMORE MIDDLE,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,FULMORE MIDDLE,05/01/2018 12:00:00 AM,1002.0,582.0,58.0,363.0,259986.90000000002
GALINDO EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GALINDO EL,06/01/2018 12:00:00 AM,527.0,454.0,28.0,45.0,337669.27
GARCIA YMLA,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GARCIA YMLA,06/01/2018 12:00:00 AM,371.0,304.0,26.0,41.0,257255.21999999997
GARZA HIGH SCHOOL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GARZA HIGH SCHOOL,06/01/2018 12:00:00 AM,174.0,52.0,6.0,116.0,17566.320000000003
GORZYCKI MIDDLE SCHOOL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GORZYCKI MIDDLE SCHOOL,05/01/2018 12:00:00 AM,1277.0,55.0,8.0,1214.0,31498.13
GOVALLE EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GOVALLE EL,06/01/2018 12:00:00 AM,377.0,377.0,0.0,0.0,283240.38
GRAHAM EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GRAHAM EL,05/01/2018 12:00:00 AM,627.0,466.0,45.0,117.0,292763.59
GUERRERO THOMPSON,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GUERRERO THOMPSON,05/01/2018 12:00:00 AM,653.0,587.0,34.0,32.0,474342.88000000006
GULLETT EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GULLETT EL,05/01/2018 12:00:00 AM,572.0,49.0,7.0,517.0,26213.07
HARRIS EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HARRIS EL,05/01/2018 12:00:00 AM,617.0,617.0,0.0,0.0,472175.26
HART ELEMENTARY,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HART ELEMENTARY,05/01/2018 12:00:00 AM,699.0,604.0,42.0,53.0,512321.43999999994
HIGHLAND PARK EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HIGHLAND PARK EL,06/01/2018 12:00:00 AM,650.0,95.0,39.0,516.0,149328.86
HILL EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HILL EL,05/01/2018 12:00:00 AM,964.0,87.0,9.0,868.0,63043.25
HOUSTON EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HOUSTON EL,06/01/2018 12:00:00 AM,584.0,507.0,35.0,42.0,414891.67
INTERNATIONAL HIGH SCHOOL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,INTERNATIONAL HIGH SCHOOL,05/01/2018 12:00:00 AM,211.0,180.0,14.0,18.0,124120.16000000002
JORDAN EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JORDAN EL,06/01/2018 12:00:00 AM,604.0,535.0,35.0,34.0,371380.76
JOSLIN EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JOSLIN EL,05/01/2018 12:00:00 AM,275.0,186.0,11.0,78.0,122121.53999999998
KEALING M S,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KEALING M S,05/01/2018 12:00:00 AM,1221.0,335.0,48.0,838.0,181427.19999999998
KIKER EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KIKER EL,05/01/2018 12:00:00 AM,1122.0,53.0,6.0,1063.0,36670.439999999995
KOCUREK EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KOCUREK EL,05/01/2018 12:00:00 AM,576.0,350.0,45.0,182.0,199149.90000000002
LAMAR MIDDLE,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LAMAR MIDDLE,05/01/2018 12:00:00 AM,1132.0,220.0,35.0,877.0,82704.54000000001
LANGFORD EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANGFORD EL,06/01/2018 12:00:00 AM,502.0,425.0,41.0,36.0,395068.13
LANIER H S,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LANIER H S,05/01/2018 12:00:00 AM,1604.0,1276.0,94.0,235.0,464680.64999999997
LASA HIGH SCHOOL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LASA HIGH SCHOOL,05/01/2018 12:00:00 AM,1179.0,78.0,22.0,1078.0,33442.740000000005
LBJ HIGH SCHOOL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LBJ HIGH SCHOOL,05/01/2018 12:00:00 AM,793.0,553.0,56.0,184.0,182769.89
LEE EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LEE EL,05/01/2018 12:00:00 AM,445.0,56.0,11.0,378.0,39875.55
LINDER EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,LINDER EL,05/01/2018 12:00:00 AM,319.0,275.0,18.0,26.0,224135.18
MAPLEWOOD EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MAPLEWOOD EL,05/01/2018 12:00:00 AM,489.0,176.0,19.0,294.0,113482.09
MARTIN J H,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MARTIN J H,05/01/2018 12:00:00 AM,460.0,393.0,26.0,42.0,222370.99
MATHEWS EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MATHEWS EL,05/01/2018 12:00:00 AM,439.0,124.0,17.0,298.0,76715.05
MCBEE ELEMENTARY,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCBEE ELEMENTARY,06/01/2018 12:00:00 AM,363.0,321.0,18.0,24.0,240761.33999999997
MCCALLUM H S,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MCCALLUM H S,05/01/2018 12:00:00 AM,1762.0,354.0,62.0,1346.0,103627.26999999999
MENCHACA EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENCHACA EL,06/01/2018 12:00:00 AM,666.0,265.0,34.0,367.0,163935.77999999997
MENDEZ MIDDLE,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MENDEZ MIDDLE,06/01/2018 12:00:00 AM,604.0,507.0,37.0,60.0,336325.61
METZ EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,METZ EL,06/01/2018 12:00:00 AM,260.0,221.0,14.0,24.0,195358.04
MILLS ELEMENTARY,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MILLS ELEMENTARY,05/01/2018 12:00:00 AM,858.0,76.0,5.0,777.0,38183.549999999996
MURCHISON MIDDLE,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,MURCHISON MIDDLE,05/01/2018 12:00:00 AM,1408.0,272.0,52.0,1085.0,101825.97
NORMAN EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,NORMAN EL,05/01/2018 12:00:00 AM,201.0,201.0,0.0,0.0,131993.91000000003
O HENRY MIDDLE,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,O HENRY MIDDLE,05/01/2018 12:00:00 AM,861.0,218.0,36.0,606.0,94382.62
OAK HILL EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK HILL EL,05/01/2018 12:00:00 AM,883.0,341.0,32.0,510.0,223372.08
OAK SPRINGS EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OAK SPRINGS EL,05/01/2018 12:00:00 AM,311.0,311.0,0.0,0.0,232980.86
ODOM EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ODOM EL,05/01/2018 12:00:00 AM,478.0,371.0,50.0,57.0,247678.28
ORTEGA EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ORTEGA EL,05/01/2018 12:00:00 AM,281.0,222.0,26.0,32.0,161649.14
OVERTON ELEMENTARY,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,OVERTON ELEMENTARY,06/01/2018 12:00:00 AM,514.0,445.0,31.0,39.0,306043.34
PADRON EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PADRON EL,05/01/2018 12:00:00 AM,759.0,687.0,34.0,38.0,494769.33999999997
PALM EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PALM EL,06/01/2018 12:00:00 AM,409.0,308.0,43.0,58.0,283268.2
PAREDES MIDDLE SCHOOL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PAREDES MIDDLE SCHOOL,05/01/2018 12:00:00 AM,906.0,557.0,101.0,248.0,373796.69000000006
PATTON EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PATTON EL,05/01/2018 12:00:00 AM,985.0,258.0,32.0,696.0,108224.27
PEASE EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEASE EL,05/01/2018 12:00:00 AM,234.0,25.0,12.0,196.0,21828.16
PECAN SPRINGS EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PECAN SPRINGS EL,06/01/2018 12:00:00 AM,422.0,422.0,0.0,0.0,396106.29000000004
PEREZ EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PEREZ EL,06/01/2018 12:00:00 AM,608.0,488.0,54.0,66.0,412485.24
PICKLE ELEMENTARY,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PICKLE ELEMENTARY,05/01/2018 12:00:00 AM,560.0,560.0,0.0,0.0,431911.12
PILLOW EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PILLOW EL,06/01/2018 12:00:00 AM,473.0,330.0,30.0,113.0,299508.41
PLEASANT HILL EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PLEASANT HILL EL,06/01/2018 12:00:00 AM,433.0,352.0,33.0,48.0,314944.44
PREMIER H S AT LANIER,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT LANIER,05/01/2018 12:00:00 AM,94.0,58.0,1.0,34.0,6835.9800000000005
PREMIER H S AT TRAVIS,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,PREMIER H S AT TRAVIS,05/01/2018 12:00:00 AM,138.0,99.0,4.0,35.0,14359.81
READ PRE-K DEMONSTRATION SCH,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,READ PRE-K DEMONSTRATION SCH,05/01/2018 12:00:00 AM,320.0,320.0,0.0,0.0,235927.00999999998
REAGAN H S,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REAGAN H S,05/01/2018 12:00:00 AM,1247.0,970.0,72.0,204.0,331714.3
REILLY EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,REILLY EL,05/01/2018 12:00:00 AM,245.0,182.0,14.0,49.0,123061.72999999998
RIDGETOP EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RIDGETOP EL,06/01/2018 12:00:00 AM,345.0,113.0,15.0,217.0,84211.93000000001
RODRIGUEZ EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,RODRIGUEZ EL,06/01/2018 12:00:00 AM,468.0,427.0,23.0,19.0,388498.33999999997
ROSEDALE DEVELOPMENT CTR.,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ROSEDALE DEVELOPMENT CTR.,05/01/2018 12:00:00 AM,216.0,46.0,7.0,162.0,22023.51
SADLER MEANS YWLA,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SADLER MEANS YWLA,06/01/2018 12:00:00 AM,361.0,309.0,23.0,30.0,205544.14000000004
SANCHEZ EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SANCHEZ EL,06/01/2018 12:00:00 AM,256.0,224.0,19.0,14.0,175355.74
SIMS EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SIMS EL,06/01/2018 12:00:00 AM,194.0,194.0,0.0,0.0,144858.11000000002
SMALL MS,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SMALL MS,05/01/2018 12:00:00 AM,1246.0,297.0,42.0,907.0,115345.42
ST ELMO EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ST ELMO EL,05/01/2018 12:00:00 AM,295.0,230.0,20.0,45.0,191902.3
SUMMITT EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUMMITT EL,05/01/2018 12:00:00 AM,846.0,243.0,54.0,549.0,151021.61
SUNSET VALLEY EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,SUNSET VALLEY EL,06/01/2018 12:00:00 AM,500.0,258.0,19.0,223.0,220668.19
T A BROWN EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,T A BROWN EL,05/01/2018 12:00:00 AM,273.0,273.0,0.0,0.0,197544.73
TRAVIS H S,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS H S,05/01/2018 12:00:00 AM,1262.0,913.0,70.0,279.0,476089.3499999999
TRAVIS HTS CHARTER,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,TRAVIS HTS CHARTER,06/01/2018 12:00:00 AM,480.0,299.0,15.0,167.0,244093.77
UPHAUS EARLY CHILDHOOD CENTER,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,UPHAUS EARLY CHILDHOOD CENTER,05/01/2018 12:00:00 AM,342.0,342.0,0.0,0.0,264245.92
WALNUT CREEK EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WALNUT CREEK EL,06/01/2018 12:00:00 AM,592.0,528.0,22.0,43.0,393706.72
WEBB MIDDLE,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB MIDDLE,05/01/2018 12:00:00 AM,683.0,594.0,34.0,56.0,299233.22
WEBB PRIMARY CENTER,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WEBB PRIMARY CENTER,05/01/2018 12:00:00 AM,263.0,228.0,10.0,25.0,192250.18999999997
WIDEN EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WIDEN EL,05/01/2018 12:00:00 AM,522.0,447.0,30.0,45.0,320372.25
WILLIAMS EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WILLIAMS EL,05/01/2018 12:00:00 AM,470.0,312.0,59.0,100.0,209965.25
WINN EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WINN EL,05/01/2018 12:00:00 AM,254.0,213.0,13.0,29.0,151600.27
WOOLDRIDGE EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOLDRIDGE EL,06/01/2018 12:00:00 AM,486.0,432.0,25.0,29.0,333619.99000000005
WOOTEN EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,WOOTEN EL,05/01/2018 12:00:00 AM,510.0,454.0,20.0,36.0,299719.99
ZAVALA EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZAVALA EL,05/01/2018 12:00:00 AM,304.0,304.0,0.0,0.0,218276.06000000003
ZILKER EL,2017-2018,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ZILKER EL,05/01/2018 12:00:00 AM,558.0,102.0,17.0,439.0,61966.92
AKINS H S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,AKINS H S,05/01/2019 12:00:00 AM,2789.0,1461.0,279.0,1050.0,843048.7200000001
ALLISON EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ALLISON EL,05/01/2019 12:00:00 AM,523.0,523.0,0.0,0.0,388620.38
ALTERNATIVE LEARNING CTR,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ALTERNATIVE LEARNING CTR,05/01/2019 12:00:00 AM,167.0,104.0,7.0,57.0,56917.61
ANDERSON H S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ANDERSON H S,05/01/2019 12:00:00 AM,2210.0,479.0,75.0,1657.0,152176.59
ANDREWS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ANDREWS EL,05/01/2019 12:00:00 AM,408.0,408.0,0.0,0.0,307881.49
ANN RICHARDS SCHOOL FOR YOUNG WOMEN LEADERS,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,ANN RICHARDS SCHOOL FOR YOUNG WOMEN LEADERS,05/01/2019 12:00:00 AM,856.0,359.0,81.0,417.0,189911.01999999996
AUSTIN H S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,AUSTIN H S,06/01/2019 12:00:00 AM,2306.0,518.0,76.0,1712.0,155816.07
BAILEY MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BAILEY MIDDLE,05/01/2019 12:00:00 AM,1005.0,283.0,52.0,671.0,137646.99
BALDWIN ELEMENTARY,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BALDWIN ELEMENTARY,05/01/2019 12:00:00 AM,783.0,118.0,17.0,648.0,82542.71
BARANOFF EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BARANOFF EL,05/01/2019 12:00:00 AM,998.0,112.0,24.0,862.0,70823.5
BARRINGTON EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BARRINGTON EL,05/01/2019 12:00:00 AM,683.0,683.0,0.0,0.0,563948.97
BARTON HILLS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BARTON HILLS EL,05/01/2019 12:00:00 AM,446.0,27.0,10.0,409.0,29257.380000000005
BECKER EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BECKER EL,05/01/2019 12:00:00 AM,448.0,138.0,9.0,301.0,86985.34
BEDICHEK MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BEDICHEK MIDDLE,05/01/2019 12:00:00 AM,851.0,628.0,81.0,142.0,294135.33999999997
BLACKSHEAR EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BLACKSHEAR EL,05/01/2019 12:00:00 AM,422.0,244.0,21.0,157.0,194088.58
BLANTON EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BLANTON EL,05/01/2019 12:00:00 AM,500.0,303.0,24.0,173.0,245454.08
BLAZIER ELEMENTARY SCHOOL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BLAZIER ELEMENTARY SCHOOL,05/01/2019 12:00:00 AM,887.0,530.0,90.0,266.0,340216.2
BOONE EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BOONE EL,05/01/2019 12:00:00 AM,522.0,230.0,38.0,254.0,134463.09
BOWIE H S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BOWIE H S,05/01/2019 12:00:00 AM,2919.0,275.0,72.0,2572.0,103394.12
BRENTWOOD EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BRENTWOOD EL,05/01/2019 12:00:00 AM,673.0,124.0,15.0,534.0,74853.23999999999
BROOKE EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BROOKE EL,05/01/2019 12:00:00 AM,278.0,278.0,0.0,0.0,221718.03
BRYKER WOODS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BRYKER WOODS EL,05/01/2019 12:00:00 AM,427.0,45.0,6.0,375.0,28843.57
BURNET MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,BURNET MIDDLE,05/01/2019 12:00:00 AM,1048.0,829.0,42.0,176.0,489216.75999999995
CAMPBELL EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CAMPBELL EL,05/01/2019 12:00:00 AM,193.0,193.0,0.0,0.0,142124.1
CASEY EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CASEY EL,05/01/2019 12:00:00 AM,609.0,369.0,56.0,184.0,293309.25999999995
CASIS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CASIS EL,05/01/2019 12:00:00 AM,754.0,64.0,0.0,690.0,28600.42
CLAYTON EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CLAYTON EL,05/01/2019 12:00:00 AM,830.0,27.0,2.0,801.0,26540.239999999998
COOK EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,COOK EL,05/01/2019 12:00:00 AM,510.0,510.0,0.0,0.0,358225.19
COVINGTON MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,COVINGTON MIDDLE,05/01/2019 12:00:00 AM,711.0,366.0,63.0,282.0,174853.69999999998
COWAN ELEMENTARY,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,COWAN ELEMENTARY,05/01/2019 12:00:00 AM,822.0,269.0,36.0,517.0,147547.83
CROCKETT H S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CROCKETT H S,05/01/2019 12:00:00 AM,1459.0,841.0,138.0,479.0,304238.41000000003
CUNNINGHAM EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,CUNNINGHAM EL,05/01/2019 12:00:00 AM,451.0,240.0,39.0,172.0,180475.97000000003
DAVIS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DAVIS EL,05/01/2019 12:00:00 AM,741.0,203.0,18.0,520.0,96078.12999999999
DAWSON EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DAWSON EL,05/01/2019 12:00:00 AM,422.0,273.0,14.0,135.0,218582.86
DOBIE MIDDLE,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DOBIE MIDDLE,05/01/2019 12:00:00 AM,597.0,524.0,26.0,47.0,282304.3
DOBIE PK CENTER,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DOBIE PK CENTER,05/01/2019 12:00:00 AM,219.0,219.0,0.0,0.0,181706.03999999998
DOSS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,DOSS EL,05/01/2019 12:00:00 AM,830.0,149.0,25.0,656.0,104681.81
EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,EASTSIDE MEMORIAL AT THE JOHNSTON CAMPUS,05/01/2019 12:00:00 AM,470.0,331.0,25.0,113.0,142552.38
GALINDO EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GALINDO EL,05/01/2019 12:00:00 AM,641.0,641.0,0.0,0.0,381974.78
GARCIA YMLA,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GARCIA YMLA,05/01/2019 12:00:00 AM,431.0,369.0,28.0,34.0,270251.34
GARZA INDEPENDENCE H S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GARZA INDEPENDENCE H S,06/01/2019 12:00:00 AM,173.0,56.0,8.0,110.0,16478.61
GORZYCKI MIDDLE SCHOOL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GORZYCKI MIDDLE SCHOOL,05/01/2019 12:00:00 AM,1284.0,66.0,9.0,1208.0,37873.46000000001
GOVALLE EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GOVALLE EL,05/01/2019 12:00:00 AM,377.0,377.0,0.0,0.0,274760.62
GRADUATION PREP ACADEMY NAVARRO,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GRADUATION PREP ACADEMY NAVARRO,05/01/2019 12:00:00 AM,97.0,62.0,2.0,32.0,6829.960000000001
GRADUATION PREP ACADEMY TRAVIS,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GRADUATION PREP ACADEMY TRAVIS,05/01/2019 12:00:00 AM,85.0,60.0,2.0,24.0,12844.980000000001
GRAHAM EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GRAHAM EL,05/01/2019 12:00:00 AM,514.0,390.0,29.0,95.0,247577.89000000004
GUERRERO THOMPSON,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GUERRERO THOMPSON,05/01/2019 12:00:00 AM,635.0,635.0,0.0,0.0,515166.6
GULLETT EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,GULLETT EL,05/01/2019 12:00:00 AM,604.0,92.0,8.0,505.0,44358.28
HARRIS EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HARRIS EL,05/01/2019 12:00:00 AM,532.0,532.0,0.0,0.0,439045.51
HART ELEMENTARY,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HART ELEMENTARY,05/01/2019 12:00:00 AM,673.0,673.0,0.0,0.0,558275.43
HIGHLAND PARK EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HIGHLAND PARK EL,05/01/2019 12:00:00 AM,649.0,115.0,29.0,506.0,158253.66000000003
HILL EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HILL EL,05/01/2019 12:00:00 AM,1002.0,145.0,6.0,851.0,101035.2
HOUSTON EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,HOUSTON EL,05/01/2019 12:00:00 AM,582.0,582.0,0.0,0.0,416593.89999999997
INTERNATIONAL HIGH SCHOOL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,INTERNATIONAL HIGH SCHOOL,05/01/2019 12:00:00 AM,227.0,191.0,17.0,19.0,132086.41
JORDAN EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JORDAN EL,05/01/2019 12:00:00 AM,636.0,636.0,0.0,0.0,395321.96
JOSLIN EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,JOSLIN EL,05/01/2019 12:00:00 AM,290.0,186.0,7.0,97.0,121058.12000000001
KEALING M S,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KEALING M S,05/01/2019 12:00:00 AM,1278.0,376.0,42.0,860.0,203089.32
KIKER EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KIKER EL,05/01/2019 12:00:00 AM,1123.0,71.0,4.0,1048.0,40007.75
KOCUREK EL,2018-2019,1068,AUSTIN ISD,TRAVIS,Educational Institution,Public,KOCUREK EL,05/01/2019 12:00:00 AM,568.0,356.0,42.0,170.0,267669.09
